0.177482776;-0.080972462;0;-47.00983058
0.337400755;-0.52034268;2.786484888;-70.15979289
-0.046644468;0.114465177;5.497425081;-42.95809059
0.135910917;-0.22698446;8.136808891;-96.6100205
-0.361649679;1.195786016;8.203012138;-75.06943715
-0.265698674;0.43326161;8.269171585;-24.66737688
0.507429182;-0.665095632;9.452617349;6.836899492
0.754448194;-0.855064686;14.26936726;96.60799976
0.530736445;-0.982797489;18.86472925;97.24634421
0.619282155;-3.252619167;16.96296039;-34.95401399
0.562383373;3.286028402;19.65477879;-64.6727977
0.553958564;3.570508953;22.27603361;20.925017
0.486280029;1.685901941;26.91932369;37.40468149
0.456892753;0.72187793;39.24211983;7.535131441
1.118095897;1.354194558;49.33153344;85.84948796
1.067387193;-0.387914708;42.77960495;19.41016047
1.24108148;-2.734259064;44.09897733;38.46508882
1.173849158;-0.409910111;47.72994944;26.91749718
0.89256661;-0.878741691;49.02709896;18.90305245
