,inf,e,s
2023-02-18,2.5347004050318573,0.03950184551798497,6.311362433862434
2023-02-19,2.5324709950292488,0.037302829682503535,6.000251322751323
2023-02-20,2.531318030546021,0.035103813847021215,5.894695767195768
2023-02-21,2.529557133399615,0.03290479801153978,5.634695767195767
2023-02-22,2.546463764793538,0.03070578217605835,5.731362433862434
2023-02-23,2.5622829866634875,0.04050676634057648,5.942473544973544
2023-02-24,2.5847762555853744,0.020307750505095257,5.9224735449735455
2023-02-25,2.6084056429268463,0.020108734669613604,6.094695767195768
2023-02-26,2.630574075301968,0.01990971883413195,5.729695767195767
2023-02-27,2.6375671832888647,0.019710702998650298,6.307473544973545
2023-02-28,2.6385328774975165,0.3595116871631676,6.580806878306878
2023-03-01,2.47526910953409,0.2596153276450064,6.9382142857142854
2023-03-02,2.3751108418855784,0.15971896812684427,7.010436507936507
2023-03-03,2.2633392612596954,0.05982260860868305,7.019695767195767
2023-03-04,2.057740573080086,0.2199262490905216,7.073862433862433
2023-03-05,1.9363228898325096,0.38002988957236017,7.1933068783068785
2023-03-06,1.935495767287451,0.5401335300541978,7.375882635882636
2023-03-07,1.937165882112912,0.5402371705360363,7.465512265512266
2023-03-08,1.948654603014919,0.24034081101787397,7.840512265512266
2023-03-09,1.9485566324521213,0.24044445149971239,7.890512265512267
2023-03-10,1.9595323375222384,0.34054809198155045,7.772522847522848
2023-03-11,1.9700281367180636,0.34065173246338887,7.851411736411736
2023-03-12,1.979405759537418,0.3407553729452273,8.44585618085618
2023-03-13,1.997462682903036,0.3408590134270657,8.279189514189515
2023-03-14,2.0193382199888696,0.3409626539089041,8.184037999037999
2023-03-15,2.0462080377952283,0.39106629439074325,8.464826176377901
2023-03-16,2.069202599898907,0.4411699348725815,8.657418768970494
2023-03-17,2.103592562708228,0.41627357535441956,8.78063305468478
2023-03-18,2.1356980195673514,0.3913772158362576,9.36063305468478
2023-03-19,2.165110579629102,0.3664808563180957,9.581466388018113
2023-03-20,2.193127882402234,0.34158449679993375,9.481466388018111
2023-03-21,2.2174740835013096,0.34168813728177216,9.664799721351445
2023-03-22,2.2449204897345827,0.3417917777636106,9.898133054684779
2023-03-23,2.2665574548322893,0.341895418245449,10.031466388018112
2023-03-24,2.2758966699948857,0.3419990587272874,10.244058980610705
2023-03-25,2.286141290011216,0.47210269920912573,10.066281202832926
2023-03-26,2.295452770311788,0.6022063396909632,9.956281202832928
2023-03-27,2.307785335600243,0.7323099801728024,10.022947869499594
2023-03-28,2.316796593280081,0.8624136206546407,9.909614536166261
2023-03-29,2.322969708534641,0.8625172611364791,9.52880645535818
2023-03-30,2.330542986052853,0.8326209016183173,9.331663598215323
2023-03-31,2.328922304326289,0.8027245421001563,8.995552487104211
2023-04-01,2.315959051052199,0.7730462110444849,8.964071005622731
2023-04-02,2.3944947949586783,0.7433678799888135,9.138145079696805
2023-04-03,2.419589139420477,0.713689548933143,9.071478413030139
2023-04-04,2.46651182298948,0.6840112178774707,9.104811746363472
2023-04-05,2.4601144297468185,0.6543328868217992,8.818069322121046
2023-04-06,2.466173276874889,0.6246545557661278,8.678915882967608
2023-04-07,2.4704006063728947,0.5949762247104573,8.261415882967606
2023-04-08,2.473080864426796,0.5652978936547859,8.264193660745384
2023-04-09,2.47472974151796,0.5356195625991145,8.209564031115756
2023-04-10,2.488203045861442,0.5059412315434431,8.114008475560201
2023-04-11,2.4707288508443472,0.47626290048777165,7.554917566469291
2023-04-12,2.448660321068457,0.44658456943210023,7.604917566469291
2023-04-13,2.441936152454792,0.4169062383764288,7.640069081620806
2023-04-14,2.438769491540361,0.3872279073207583,7.302138047138047
2023-04-15,2.421578228847145,0.3575495762650869,7.270656565656566
2023-04-16,2.4041035940509845,0.3278712452094146,7.312323232323233
2023-04-17,2.3863020376152524,0.29819291415374405,6.891489898989899
2023-04-18,2.368152334941517,0.26851458309807263,6.677799422799423
2023-04-19,2.3472797997270223,0.3288362520424011,7.269862914862914
2023-04-20,2.329521522301736,0.3891579209867304,7.468580863580864
2023-04-21,2.319912552997982,0.44947958993105885,7.487628482628482
2023-04-22,2.317530574571397,0.5098012588753873,7.454295149295149
2023-04-23,2.316116352204358,0.5701229278197157,7.241702556702557
2023-04-24,2.321188216877065,0.6304445967640442,7.478066193066193
2023-04-25,2.3207632528331623,0.6907662657083735,7.540886705886706
2023-04-26,2.3202676667706053,0.751087934652702,7.251492766492766
2023-04-27,2.323851632717579,0.8114096035970313,7.300064195064195
2023-04-28,2.335479948786841,0.8717312725413588,7.184575979575979
2023-04-29,2.35099817135848,0.6653862748190207,7.23755217005217
2023-04-30,2.3657147293873777,0.4590412770966834,7.414139471639472
2023-05-01,2.753270280064076,0.2525293845171621,7.465991323491323
2023-05-02,2.706882537700685,0.28601749193764103,7.296546879046878
2023-05-03,2.75303004152249,0.31950559935811995,7.218570688570689
2023-05-04,2.828670241580484,0.35299370677859887,7.099126244126245
2023-05-05,2.9012484044513056,0.4198151475324119,7.3060706885706885
2023-05-06,2.966968307101691,0.486636588286224,7.322261164761165
2023-05-07,3.014143741409751,0.553458029040037,7.618927831427832
2023-05-08,3.0745493985972066,0.5536128031271819,7.436388148888148
2023-05-09,3.1194868894722863,0.6037675772143265,7.4916911791911796
2023-05-10,3.148391970922881,0.5955890179681393,7.565024512524513
2023-05-11,3.158442222985379,0.5874104587219513,7.4074487549487555
2023-05-12,3.147212123100175,0.5792318994757641,7.283374680874681
2023-05-13,3.1306930491152043,0.571053340229577,7.210993728493729
2023-05-14,3.1168213204809136,0.562874780983389,7.4709937284937284
2023-05-15,3.103864642205237,0.5546962217372018,7.476549284049284
2023-05-16,3.09100560788594,0.5598509958243474,7.36034558034558
2023-05-17,3.0903136298575187,0.565005769911493,7.242290024790025
2023-05-18,3.090757148349575,0.5701605439986386,7.17800431050431
2023-05-19,3.098106060941744,0.5753153180857842,6.641496373996374
2023-05-20,3.0957989006067965,0.5804700921729298,6.3070641395641385
2023-05-21,3.093734419626226,0.5856248662600754,6.10801652051652
2023-05-22,3.1018738701927613,0.590779640347221,6.062561975061976
2023-05-23,3.110112921890533,0.5959344144343666,5.960339752839753
2023-05-24,3.1248806745155644,0.6010891885215113,5.785087227587227
2023-05-25,3.14120225490982,0.6062439626086569,5.772266714766714
2023-05-26,3.1523920230616045,0.5563987366958028,5.77832732082732
2023-05-27,3.150384739216335,0.5065535107829486,5.649755892255892
2023-05-28,3.148413193995814,0.4567082848700945,5.653988696488697
2023-05-29,3.1436248792250687,0.4068630589572395,5.706303511303512
2023-05-30,3.133097966797564,0.3570178330443854,5.536340141340141
2023-05-31,3.1220504017216,0.3071726071315313,5.4315253265253265
2023-06-01,2.553804102155153,0.2571845464110032,5.388149258149258
2023-06-02,2.540899710514669,0.2605298190238079,5.421482591482591
2023-06-03,2.576886529651008,0.2638750916366135,5.315927035927035
2023-06-04,2.594368068476371,0.2672203642494182,5.093704813704814
2023-06-05,2.57562203333456,0.2705656368622238,5.107038147038147
2023-06-06,2.538864568058903,0.2739109094750285,4.885609575609576
2023-06-07,2.5638110839046884,0.2772561820878332,5.183704813704813
2023-06-08,2.580864718119384,0.2806014547006388,5.103401783401782
2023-06-09,2.556891182011323,0.2839467273134435,5.025624005624006
2023-06-10,2.547448098683764,0.2872919999262491,5.225624005624005
2023-06-11,2.539174706684012,0.2906372725390538,5.24969807969808
2023-06-12,2.5207031581860715,0.2939825451518585,5.17985680985681
2023-06-13,2.512206999214304,0.2973278177646641,5.022634587634587
2023-06-14,2.4952190447494127,0.3006730903774688,4.933745698745699
2023-06-15,2.477163648197922,0.3040183629902744,4.96411606911607
2023-06-16,2.455134893709181,0.3073636356030791,4.8738382913382905
2023-06-17,2.4524423000319864,0.3107089082158838,4.830981148481148
2023-06-18,2.4499675022775773,0.3140541808286894,4.594870037370038
2023-06-19,2.453724848406577,0.3173994534414941,4.613917656417656
2023-06-20,2.452753845131663,0.3207447260542997,4.610584323084324
2023-06-21,2.4564316884480566,0.3240899986671044,4.782705535205535
2023-06-22,2.4649556819809764,0.3274352712799091,4.792427757427758
2023-06-23,2.467909755150862,0.3307805438927147,4.66464997964998
2023-06-24,2.4819526264273506,0.3341258165055194,4.588459503459504
2023-06-25,2.494187242936152,0.337471089118325,4.658459503459503
2023-06-26,2.5083443767265883,0.3408163617311297,4.691792836792837
2023-06-27,2.527074167003389,0.34416163434393443,4.563221408221408
2023-06-28,2.548117668159129,0.34750690695674,4.3650732600732605
2023-06-29,2.5657223253438217,0.35085217956954473,4.368369963369963
2023-06-30,2.5711469573916803,0.3541974521823503,4.62503663003663
2023-07-01,2.71370944657892,0.35740269096331545,4.787857142857143
2023-07-02,2.7096732548418627,0.3637262093141729,5.005
2023-07-03,2.775743757876974,0.3700497276650303,5.013333333333334
2023-07-04,2.7479093022567804,0.3763732460158886,5.046666666666666
2023-07-05,2.754791887528474,0.38269676436674605,4.926666666666666
2023-07-06,2.7554781078248776,0.38902028271760347,4.844761904761905
2023-07-07,2.7460845401459744,0.3953438010684618,4.718095238095239
2023-07-08,2.7407446605203085,0.4016673194193192,4.723650793650793
2023-07-09,2.73534921694864,0.40799083777017664,4.856984126984127
2023-07-10,2.7090952320927184,0.41431435612103495,4.679206349206349
2023-07-11,2.6997019194007046,0.4206378744718915,4.715873015873015
2023-07-12,2.6968360296004423,0.4269613928227498,5.004761904761905
2023-07-13,2.7091430975386097,0.4332849111736081,4.955317460317461
2023-07-14,2.688839216555142,0.43960842952446466,5.210873015873016
2023-07-15,2.6711853049721617,0.445931947875323,5.017539682539683
2023-07-16,2.6556948464617816,0.4522554662261813,5.180039682539683
2023-07-17,2.655887730750752,0.4585789845770387,5.335595238095238
2023-07-18,2.6580853234578203,0.46490250292789614,5.336785714285714
2023-07-19,2.668136656883305,0.47122602127875446,5.336785714285715
2023-07-20,2.681332631404485,0.4775495396296119,5.458214285714287
2023-07-21,2.697652728225816,0.4838730579804693,5.3482142857142865
2023-07-22,2.717462549363208,0.4901965763313276,5.616269841269841
2023-07-23,2.735541108998838,0.49652009468218505,5.716269841269841
2023-07-24,2.7530691086185155,0.5028436130330425,5.759126984126984
2023-07-25,2.761699761269059,0.5091671313838999,5.767332112332112
2023-07-26,2.7796910458000164,0.5154906497347582,5.806221001221002
2023-07-27,2.792503763469912,0.5218141680856156,5.890744810744811
2023-07-28,2.808955527327545,0.5281376864364731,6.1259299959299955
2023-07-29,2.8370268485390926,0.5344612047873314,6.095453805453806
2023-07-30,2.8635558744472527,0.5407847231381888,6.037120472120473
2023-07-31,2.8865381680973603,0.5471082414890462,5.915691900691901
2023-08-01,3.7441160925404575,0.5533464558386116,5.84458078958079
2023-08-02,3.527176651396128,0.5479865431237307,5.836247456247457
2023-08-03,3.4910752745173035,0.5426266304088498,5.736247456247456
2023-08-04,3.542923673375391,0.5372667176939689,5.786247456247456
2023-08-05,3.5037440094095365,0.531906804979088,5.7729141229141225
2023-08-06,3.4761093382515305,0.5265468922642063,5.906247456247456
2023-08-07,3.455071805840866,0.5211869795493254,5.767358567358568
2023-08-08,3.428958686818772,0.5158270668344445,5.482636345136345
2023-08-09,3.3886342650094234,0.5104671541195636,5.443747456247456
2023-08-10,3.3451384364057724,0.5051072414046835,5.68208078958079
2023-08-11,3.318551649160267,0.49974732868980265,5.48208078958079
2023-08-12,3.305214640023381,0.49438741597492175,5.409699837199837
2023-08-13,3.2936400695588413,0.48902750326004085,5.0985887260887255
2023-08-14,3.291026396891941,0.48366759054515995,5.298588726088726
2023-08-15,3.283602038601418,0.47830767783027905,5.131922059422059
2023-08-16,3.282599187071955,0.47294776511539727,5.018033170533171
2023-08-17,3.27483556742241,0.46758785240051637,5.10850936100936
2023-08-18,3.245286798081424,0.46222793968563547,5.09739824989825
2023-08-19,3.2054824129274917,0.45686802697075457,5.439303011803012
2023-08-20,3.16933516323348,0.45150811425587367,5.350414122914122
2023-08-21,3.13677763866267,0.4461482015409928,5.194858567358567
2023-08-22,3.1194121640624672,0.4407882888261119,5.309144281644282
2023-08-23,3.115473634925179,0.435428376111231,5.642477614977616
2023-08-24,3.1099986110544413,0.4300684633963501,5.580939153439155
2023-08-25,3.091849667569702,0.4247085506814692,5.59760582010582
2023-08-26,3.0658410939105725,0.4193486379665874,5.800383597883598
2023-08-27,3.041532601866973,0.4139887252517074,5.695198412698413
2023-08-28,3.0238057368004845,0.4086288125368265,5.660198412698412
2023-08-29,3.0088786115316384,0.4032688998219456,5.514365079365079
2023-08-30,3.0069085642663045,0.3979089871070647,5.656626984126984
2023-08-31,3.0006918341635376,0.3925490743921838,5.604775132275132
2023-09-01,2.808428584074476,0.3872447386992022,5.642275132275132
2023-09-02,2.8096827515382774,0.38194040300622145,5.861719576719577
2023-09-03,2.810855337271349,0.37663606731323984,5.978386243386243
2023-09-04,2.8503270165024936,0.37133173162025823,5.99505291005291
2023-09-05,2.823797928655692,0.3660273959272766,5.653386243386243
2023-09-06,2.8044366176835287,0.3607230602342959,5.658941798941799
2023-09-07,2.7866911489697475,0.3554187245413143,5.788108465608466
2023-09-08,2.749539340375717,0.3501143888483327,5.85239417989418
2023-09-09,2.7410383553034907,0.34481005315535107,5.52739417989418
2023-09-10,2.7346980352581265,0.33950571746237035,5.37739417989418
2023-09-11,2.7380708186928318,0.33420138176938874,5.329775132275132
2023-09-12,2.7446576598005863,0.32889704607640713,5.218664021164021
2023-09-13,2.767604885676421,0.3235927103834255,5.068664021164022
2023-09-14,2.779145524785912,0.3182883746904457,5.116283068783068
2023-09-15,2.763920338300996,0.3129840389974641,5.247949735449736
2023-09-16,2.766727823292147,0.30767970330448247,5.153505291005291
2023-09-17,2.770341947340564,0.30237536761150174,5.109060846560847
2023-09-18,2.7713658580349745,0.29707103191852013,4.712394179894179
2023-09-19,2.774767548984452,0.2917666962255385,4.8512830687830695
2023-09-20,2.793596905900847,0.2864623605325569,4.7679497354497355
2023-09-21,2.8217494887391688,0.2811580248395762,4.5369973544973545
2023-09-22,2.834882989915651,0.2810002033078147,4.403664021164021
2023-09-23,2.835585480472321,0.2810117774875538,4.281441798941799
2023-09-24,2.836190415045662,0.28102335166729375,4.267552910052911
2023-09-25,2.8247549117399315,0.2810349258470337,4.056441798941799
2023-09-26,2.816508545634019,0.28104650002677367,4.143108465608465
2023-09-27,2.81011771930767,0.28105807420651274,4.2181084656084655
2023-09-28,2.802997797980331,0.2810696483862527,4.366719576719577
2023-09-29,2.7938727194448,0.28108122256599266,4.24255291005291
2023-09-30,2.784291979770315,0.2810927967457326,4.038849206349206
2023-10-01,2.3003728824358163,0.2811773642221942,3.9846825396825394
2023-10-02,2.302471260609068,0.28126193169865576,3.9896825396825397
2023-10-03,2.2836445191314523,0.28134649917511734,4.0396825396825395
2023-10-04,2.270253589415959,0.2814310666515798,4.009682539682539
2023-10-05,2.244553308760909,0.28151563412804137,4.101349206349206
2023-10-06,2.194902640285387,0.28160020160450294,4.112460317460317
2023-10-07,2.1537141546143324,0.2816847690809645,4.017222222222222
2023-10-08,2.123870630090688,0.281769336557427,3.9584920634920637
2023-10-09,2.1285865297643256,0.28185390403388766,3.9751587301587303
2023-10-10,2.144003447850724,0.2819384715103501,4.27515873015873
2023-10-11,2.1469962405858443,0.2820230389868117,4.65515873015873
2023-10-12,2.1366673369559317,0.28210760646327326,4.821825396825397
2023-10-13,2.133034737825027,0.28219217393973484,5.13015873015873
2023-10-14,2.1240593721689085,0.2822767414161964,5.343650793650794
2023-10-15,2.1158723980156533,0.28236130889265887,5.2988888888888885
2023-10-16,2.121750457407939,0.28244587636911955,5.2266666666666675
2023-10-17,2.117517638385205,0.282530443845582,5.275555555555555
2023-10-18,2.1154172075804927,0.2826150113220436,5.275555555555555
2023-10-19,2.1079618290279027,0.28269957879850516,5.108888888888888
2023-10-20,2.103215081859463,0.28278414627496673,5.150555555555555
2023-10-21,2.0964570486466085,0.2828687137514292,5.317222222222222
2023-10-22,2.0897732852029245,0.28295328122789076,5.150555555555555
2023-10-23,2.0818080808685333,0.28303784870435234,5.10611111111111
2023-10-24,2.077469965227549,0.2831224161808139,5.192222222222222
2023-10-25,2.0847531386146128,0.28320698365727637,5.225555555555555
2023-10-26,2.081041954986764,0.28329155113373705,5.018888888888889
2023-10-27,2.0787933641079968,0.2833761186101995,5.168888888888889
2023-10-28,2.079896381716729,0.2834606860866611,5.100634920634921
2023-10-29,2.080980404630146,0.28354525356312354,5.042857142857143
2023-10-30,2.087948527770888,0.28362982103958423,5.242857142857143
2023-10-31,2.087894313898196,0.2837143885160458,5.309523809523809
2023-11-01,1.808710515707216,0.2837956998567819,5.288783068783068
2023-11-02,1.839080771838462,0.28387701119751707,5.238783068783068
2023-11-03,1.88676868751714,0.28395832253825315,5.29973544973545
2023-11-04,1.859598027401825,0.28403963387898834,5.292592592592593
2023-11-05,1.846583636264756,0.2841209452197244,5.384259259259259
2023-11-06,1.8929372514099907,0.2842022565604596,5.479497354497354
2023-11-07,1.8875710158452776,0.2842835679011957,5.49616402116402
2023-11-08,1.84362938597226,0.2843648792419309,5.84616402116402
2023-11-09,1.8064914044280735,0.28444619058266696,5.540608465608465
2023-11-10,1.775816255011425,0.28452750192340215,5.127275132275132
2023-11-11,1.7389068336484803,0.2846088132641382,5.052275132275132
2023-11-12,1.7086534732451728,0.2846901246048734,4.810608465608466
2023-11-13,1.6857051684586086,0.2847714359456095,4.524497354497354
2023-11-14,1.6734325705241897,0.2848527472863447,4.521851851851851
2023-11-15,1.663348937518696,0.28493405862708077,4.677407407407407
2023-11-16,1.6661838382806866,0.28501536996781685,4.788835978835979
2023-11-17,1.6687729442704569,0.2850966813085529,4.863078403078403
2023-11-18,1.653831787918004,0.2851779926492881,4.876411736411737
2023-11-19,1.6408044725863524,0.28971652864889297,5.051411736411737
2023-11-20,1.6388012459029178,0.2942550646484978,5.193078403078403
2023-11-21,1.6462957516921577,0.29879360064810356,5.102602212602212
2023-11-22,1.650889245909454,0.3033321366477084,5.28037999037999
2023-11-23,1.6510754664514022,0.30787067264731327,5.574824434824435
2023-11-24,1.6481293706631952,0.3124092086469181,5.641491101491101
2023-11-25,1.6445218599680218,0.316947744646523,5.7881577681577685
2023-11-26,1.6413802393321464,0.3214862806461287,5.8492688792688785
2023-11-27,1.6473305823553792,0.3260248166457336,5.798078403078403
2023-11-28,1.6600357093868652,0.3305633526453384,5.925856180856181
2023-11-29,1.6794394632624237,0.3351018886449433,5.883431938431939
2023-11-30,1.7019529394778907,0.33964042464454813,6.090098605098605
2023-12-01,1.994694557730264,0.34420376423311705,6.160839345839347
2023-12-02,1.8811443871798332,0.34876710382168596,6.2733393458393465
2023-12-03,1.842792736157887,0.353330443410254,6.3034980759980765
2023-12-04,1.8248940187015483,0.357893782998822,6.173974266474266
2023-12-05,1.815774745153807,0.36245712258739093,6.145270562770563
2023-12-06,1.809099837714768,0.36702046217595985,6.220270562770563
2023-12-07,1.8111308951530527,0.3715838017645279,6.461381673881673
2023-12-08,1.8045400767466968,0.3761471413530959,6.12804834054834
2023-12-09,1.7985582726260627,0.38071048094166393,6.243603896103896
2023-12-10,1.796318346336656,0.38527382053023373,6.643603896103897
2023-12-11,1.7827854909834862,0.38983716011880176,6.60193722943723
2023-12-12,1.7708728159248337,0.3944004997073698,6.737122414622415
2023-12-13,1.7650983348779703,0.40318814485149357,6.874027176527177
2023-12-14,1.7739907454665511,0.41197578999561824,6.863252765752766
2023-12-15,1.7889546979003197,0.420763435139742,6.89519721019721
2023-12-16,1.8000489894240723,0.4295510802838658,6.907101972101972
2023-12-17,1.8099414914651053,0.4383387254279896,6.882859547859549
2023-12-18,1.818941329062667,0.44712637057211424,6.990359547859549
2023-12-19,1.8348704684281407,0.455914015716238,6.876073833573833
2023-12-20,1.837758700337017,0.4647016608603618,6.799221981721982
2023-12-21,1.829099782222385,0.4734893060044856,6.911920394420394
2023-12-22,1.8267613057668728,0.48227695114861024,6.800809283309283
2023-12-23,1.825893070274592,0.491064596292734,6.364301346801347
2023-12-24,1.824919750390211,0.4998522414368569,6.4643013468013475
2023-12-25,1.8237635219898205,0.5086398865809807,6.2576346801346805
2023-12-26,1.817675965922064,0.5174275317251054,5.996523569023569
2023-12-27,1.8158242396445203,0.5262151768692291,6.049301346801347
2023-12-28,1.80830515471018,0.5350028220133529,5.938190235690237
2023-12-29,1.8192891046964492,0.5437904671574767,5.8028367003367
2023-12-30,1.8291563306908567,0.5525781123016014,5.512836700336701
2023-12-31,1.8380149027571304,0.5613657574457251,5.4717255892255885
2024-01-01,2.162521649404097,0.5652407407407392,5.303670033670033
2024-01-02,2.1020175605364573,0.5738416666666648,5.492558922558922
2024-01-03,2.0488564887984078,0.5824425925925913,5.523670033670034
2024-01-04,1.975887744499036,0.591043518518517,6.069040404040405
2024-01-05,2.0601047362435425,0.5996444444444426,6.144040404040405
2024-01-06,2.115321803114117,0.6082453703703683,6.2973737373737375
2024-01-07,2.153967484342445,0.6168462962962948,6.593207070707071
2024-01-08,2.1721767666647844,0.6254472222222205,6.745707070707071
2024-01-09,2.1363652050259945,0.6340481481481461,6.56475468975469
2024-01-10,2.1088572183459897,0.6426490740740727,6.670310245310246
2024-01-11,2.1030194402198763,0.6512499999999983,7.051791726791728
2024-01-12,2.055602521785059,0.659850925925924,6.884331409331409
2024-01-13,2.0159396501396465,0.6684518518518505,6.73584656084656
2024-01-14,1.982369243828766,0.6770527777777762,6.681679894179894
2024-01-15,1.9889155979344917,0.6856537037037018,6.515013227513227
2024-01-16,2.0078270314997644,0.6942546296296275,6.489087301587301
2024-01-17,2.0178192604880616,0.702855555555554,6.473809523809523
2024-01-18,2.034703524477351,0.7114564814814788,6.624761904761906
2024-01-19,2.0589450409720573,0.7200574074074044,6.716613756613756
2024-01-20,2.0814961322251784,0.728658333333331,6.936058201058201
2024-01-21,2.1025982875569404,0.7372592592592566,7.02494708994709
2024-01-22,2.1223463229441624,0.7458601851851823,7.639232804232804
2024-01-23,2.125922063552088,0.7544611111111088,7.594788359788359
2024-01-24,2.127320891256635,0.7630620370370345,7.804788359788359
2024-01-25,2.123823498863973,0.7716629629629601,7.888121693121692
2024-01-26,2.149299402548986,0.7802638888888858,7.843677248677249
2024-01-27,2.155967286687205,0.7888648148148123,7.996455026455026
2024-01-28,2.16231780273424,0.797465740740738,8.185343915343916
2024-01-29,2.178829330329485,0.8060666666666636,8.29089947089947
2024-01-30,2.179663765375087,0.8146675925925901,8.431640211640211
2024-01-31,2.187154803768886,0.8232685185185158,8.664973544973545
2024-02-01,2.60065529666488,0.8318694444444414,8.639973544973545
2024-02-02,2.499672815294653,0.840470370370368,8.662195767195765
2024-02-03,2.7007727751792814,0.8490712962962936,8.276084656084656
2024-02-04,2.6371394044151613,0.8576722222222193,8.176084656084656
2024-02-05,2.5927826740495554,0.8662731481481458,7.829417989417989
2024-02-06,2.5269600004183976,0.8748740740740715,7.7335846560846555
2024-02-07,2.4723180805114806,0.8834749999999971,8.012751322751322
2024-02-08,2.4860803718786104,0.8920759259259219,8.078888888888889
2024-02-09,2.506678107130993,0.9006768518518493,8.373333333333333
2024-02-10,2.5228141503425072,0.9092777777777741,8.106666666666666
2024-02-11,2.5357081905271426,0.9181287037037,8.488888888888889
2024-02-12,2.546170728441618,0.926979629629626,8.455555555555556
2024-02-13,2.552493297515346,0.935830555555552,8.422222222222222
2024-02-14,2.561077103588171,0.9446814814814779,8.722222222222223
2024-02-15,2.549089527288792,0.9535324074074039,8.969576719576718
2024-02-16,2.536242345605065,0.9623833333333298,9.168465608465606
2024-02-17,2.5765597579892874,0.9512342592592562,9.484179894179896
2024-02-18,2.6118165559216067,0.9620851851851819,9.573809523809524
2024-02-19,2.615121053390655,0.9729361111111077,9.550091575091574
2024-02-20,2.6352598162616245,0.9837870370370343,9.77172900199216
2024-02-21,2.649952149639065,0.99463796296296,9.366173446436603
2024-02-22,2.6468451147085976,1.0054888888888858,9.350011830274987
2024-02-23,2.6513510904643187,0.9966958333333311,9.415769406032563
2024-02-24,2.677518959491332,1.0179027777777758,9.342436072699229
2024-02-25,2.7013298719873777,1.01910972222222,9.470213850477007
2024-02-26,2.7097012340144406,1.0203166666666652,9.422991628254785
2024-02-27,2.696483991106596,0.9949708333333316,9.517436072699232
2024-02-28,2.680984782949213,0.629624999999999,9.589658294921453
2024-02-29,2.6684999660713404,0.704279166666665,9.443361998625157
2024-03-01,2.48198792790071,0.7789333333333319,9.398917554180713
2024-03-02,2.5575981187896506,0.8797379629629614,9.137250887514046
2024-03-03,2.58614072271277,0.7205425925925901,9.284869935133093
2024-03-04,2.589708208706766,0.5613472222222198,9.145981046244204
2024-03-05,2.62703605769442,0.40215185185184943,9.078032328295485
