Day;p50_inf_sent;p68_inf_sent;p32_inf_sent;p50_inf_fx;p68_inf_fx;p32_inf_fx;p50_inf_i;p68_inf_i;p32_inf_i;p50_e_sent;p68_e_sent;p32_e_sent;p50_e_inf;p68_e_inf;p32_e_inf;p50_e_i;p68_e_i;p32_e_i;p50_s_fx;p68_s_fx;p32_s_fx;p50_s_inf;p68_s_inf;p32_s_inf;p50_s_i;p68_s_i;p32_s_i;p50_i_inf;p68_i_inf;p32_i_inf;p50_i_fx;p68_i_fx;p32_i_fx;p50_i_sent;p68_i_sent;p32_i_sent
226;1.086204415;1.489946569;0.725692529;2.521991496;3.079828552;2.065384353;-0.049005023;-0.007495946;-0.093357917;0.380603128;0.542143087;0.250338432;0.295881864;0.395376705;0.203193372;-0.016727496;-0.002162391;-0.032804671;0.284203976;0.397405565;0.190825306;0.081866004;0.128889142;0.041431719;-0.003981635;3.83368E-05;-0.009563304;-0.136269554;-0.078444471;-0.206517177;-0.406532933;-0.266358736;-0.578609511;-0.151905006;-0.075067351;-0.25291619
227;1.089377927;1.494684157;0.728127137;2.530269501;3.092436118;2.070445331;-0.049146859;-0.007511082;-0.093659119;0.381475174;0.543812035;0.25067286;0.296766317;0.396878502;0.20382348;-0.016775424;-0.00216313;-0.032887944;0.284939579;0.398642029;0.191030048;0.082251594;0.129343223;0.041569762;-0.003982325;3.50596E-05;-0.009584621;-0.136559154;-0.078575671;-0.207141184;-0.408184696;-0.267099132;-0.580904786;-0.152410655;-0.075281494;-0.253966391
228;1.092678755;1.499864283;0.731055865;2.537960868;3.104393742;2.075620526;-0.04930546;-0.007530623;-0.093945858;0.382357374;0.545129603;0.251156766;0.297879267;0.398352818;0.204476079;-0.016822698;-0.002171052;-0.032954751;0.285378332;0.399877886;0.191235436;0.082549088;0.129892206;0.041816256;-0.003979875;2.93503E-05;-0.009602684;-0.136812431;-0.078708957;-0.207853123;-0.409600494;-0.26798726;-0.582798499;-0.152882547;-0.075537512;-0.254863157
229;1.096643179;1.505533831;0.733460514;2.546433169;3.116265156;2.080949113;-0.049467209;-0.007553237;-0.094277056;0.383081115;0.546649043;0.251512577;0.298874691;0.399890041;0.205162247;-0.016871541;-0.002176435;-0.033027795;0.285923264;0.401300679;0.191386371;0.082824585;0.130445757;0.042045533;-0.003975984;3.18091E-05;-0.009620545;-0.137085207;-0.078876307;-0.208412972;-0.411049528;-0.268732131;-0.58479387;-0.153396961;-0.075689615;-0.25575412
230;1.099439826;1.510621825;0.73555699;2.555081035;3.12765804;2.087388249;-0.049628587;-0.007579964;-0.094547821;0.384092813;0.548181904;0.252066163;0.299959788;0.401342327;0.205771406;-0.016910404;-0.002190959;-0.033107628;0.286578838;0.402458466;0.191641735;0.083142329;0.130974898;0.04225638;-0.003974662;3.17782E-05;-0.009635694;-0.137430667;-0.078860208;-0.209079378;-0.412505579;-0.269328099;-0.586955306;-0.153865832;-0.076028082;-0.256728846
231;1.102642466;1.516677513;0.737869321;2.563065801;3.13902926;2.093541807;-0.049768023;-0.007588179;-0.094807955;0.385029177;0.54970286;0.252540301;0.300901522;0.402902528;0.20643841;-0.016946045;-0.002186168;-0.033179766;0.287213862;0.403322369;0.19206002;0.083419248;0.131495241;0.042413961;-0.003982867;2.92306E-05;-0.009662541;-0.137762472;-0.078991757;-0.209613183;-0.413884066;-0.270108509;-0.588988143;-0.154376836;-0.076133673;-0.257487345
232;1.105710878;1.522350381;0.740289653;2.571508476;3.151111952;2.099663686;-0.049933021;-0.007604484;-0.095063172;0.386071841;0.551057271;0.252799131;0.301695771;0.404436943;0.207012655;-0.016987362;-0.00219114;-0.033273355;0.287820288;0.404585439;0.192271396;0.083737283;0.13206757;0.042627671;-0.003994374;2.76669E-05;-0.009683014;-0.138203916;-0.079089511;-0.210097321;-0.415324731;-0.27081941;-0.590900732;-0.15483866;-0.076320721;-0.258294933
233;1.109228164;1.528202641;0.742298838;2.579810055;3.161854802;2.10561481;-0.050086831;-0.007660317;-0.095363606;0.386929534;0.552764384;0.253217715;0.302668086;0.405961594;0.207533633;-0.017014247;-0.002190322;-0.033363141;0.288464827;0.40585726;0.192598578;0.084015087;0.13258028;0.042773746;-0.004000378;2.68202E-05;-0.009713375;-0.138447729;-0.079297206;-0.210787816;-0.416973646;-0.271378563;-0.592533644;-0.155462112;-0.07656732;-0.259199129
234;1.113153434;1.532487458;0.744138178;2.587328619;3.173912487;2.11152151;-0.050240179;-0.0076632;-0.095681127;0.388057123;0.554755759;0.253879005;0.303742619;0.407661869;0.208138706;-0.017056356;-0.002201292;-0.033448899;0.289197993;0.407042673;0.192741842;0.084314175;0.133143417;0.042955434;-0.004002331;2.9721E-05;-0.009737413;-0.138763364;-0.079404706;-0.211358082;-0.418196629;-0.272071123;-0.594702251;-0.155789493;-0.076865052;-0.260125058
235;1.116161118;1.537767204;0.74615067;2.595082314;3.185189736;2.116718089;-0.050422233;-0.007695417;-0.095983016;0.388859429;0.556182888;0.25442984;0.30464611;0.409334231;0.208779027;-0.01710476;-0.002208433;-0.033520553;0.289958954;0.408132966;0.193050398;0.084636645;0.133702267;0.04314335;-0.004004971;3.09578E-05;-0.009754533;-0.139113881;-0.079454782;-0.212021765;-0.41974502;-0.272746857;-0.596953806;-0.156215816;-0.077016898;-0.260963454
236;1.119844636;1.543334076;0.74805493;2.603022126;3.197610015;2.122994486;-0.050575253;-0.00769645;-0.096311935;0.389450463;0.557422198;0.255005745;0.305809066;0.410916061;0.209421502;-0.017142706;-0.002215572;-0.033612154;0.290733696;0.409223789;0.193355032;0.084936155;0.134335754;0.043299189;-0.0040135;3.43862E-05;-0.009776617;-0.13940465;-0.079638587;-0.212698428;-0.421107209;-0.273727152;-0.599042933;-0.156690905;-0.077143429;-0.261779521
237;1.123145557;1.548853428;0.749972396;2.610971713;3.21035231;2.128921045;-0.050716099;-0.007760641;-0.096515701;0.390379665;0.558684641;0.255670245;0.306773472;0.412514104;0.210101143;-0.017186285;-0.002214827;-0.033691439;0.291437192;0.410545992;0.193545921;0.085242397;0.134859315;0.043491756;-0.004021928;3.36777E-05;-0.009798234;-0.1397111;-0.079777938;-0.213472506;-0.422310521;-0.27460205;-0.600681775;-0.157166513;-0.077417579;-0.262820975
238;1.126889405;1.553465506;0.752300469;2.620232138;3.223035125;2.135715329;-0.050846059;-0.007758302;-0.096778194;0.391286894;0.560129971;0.256368154;0.307715235;0.41428066;0.210684303;-0.01722255;-0.002221719;-0.033790487;0.292069831;0.411718833;0.193814299;0.085539549;0.135414046;0.043682213;-0.004032115;3.17556E-05;-0.009829242;-0.139999371;-0.079847972;-0.214154104;-0.423843141;-0.275368243;-0.602825519;-0.157950623;-0.077753974;-0.263491957
239;1.129799182;1.558811337;0.754244412;2.62911616;3.235141608;2.140136512;-0.051028451;-0.007776921;-0.097112347;0.392222455;0.56172758;0.256856375;0.308644703;0.415901653;0.211230938;-0.017260685;-0.00222893;-0.033888656;0.292753889;0.412976819;0.194106443;0.085881481;0.135906829;0.043844816;-0.004035127;3.11138E-05;-0.009856929;-0.14037342;-0.07988668;-0.214814978;-0.425081055;-0.276068551;-0.604997301;-0.158388036;-0.078000777;-0.264359818
240;1.133089831;1.565203794;0.756480763;2.637835859;3.247137307;2.146297823;-0.051200931;-0.007798587;-0.097401439;0.393444593;0.563523732;0.25731726;0.309748;0.417733732;0.211755759;-0.017300614;-0.00223422;-0.033992883;0.293469141;0.414281502;0.194364608;0.086172528;0.13642422;0.043953473;-0.004038311;3.02465E-05;-0.009865207;-0.140666312;-0.080000098;-0.215509883;-0.426453594;-0.276977005;-0.607027407;-0.158830461;-0.078249935;-0.265221592
241;1.136475779;1.570613204;0.758549866;2.645438791;3.258968157;2.152509523;-0.051345941;-0.007814046;-0.097711969;0.394154286;0.565287101;0.258037349;0.310729173;0.419380415;0.2123485;-0.017332857;-0.002247951;-0.03408681;0.294061315;0.415330402;0.194628921;0.086430734;0.136965722;0.044109438;-0.004041918;2.97023E-05;-0.009886217;-0.140968357;-0.080151039;-0.216043528;-0.427643886;-0.277822216;-0.60918921;-0.159364663;-0.078478375;-0.266254624
242;1.139979668;1.575361707;0.760735977;2.654567576;3.270822;2.158938901;-0.051480793;-0.007832738;-0.098037066;0.395102259;0.566851874;0.258309343;0.311744551;0.421082834;0.212903651;-0.017362803;-0.002252317;-0.034180526;0.29471746;0.416572835;0.194999189;0.086685837;0.137566493;0.044277229;-0.004045811;2.91906E-05;-0.009916284;-0.141409421;-0.080274837;-0.216636193;-0.429031188;-0.278895931;-0.611120712;-0.159984366;-0.078753295;-0.267165471
243;1.143930657;1.580316586;0.762638119;2.662788463;3.282920477;2.16488756;-0.051640571;-0.007824787;-0.098342558;0.395863624;0.568591294;0.258802688;0.312605254;0.42255819;0.213413971;-0.017407618;-0.002262513;-0.034272796;0.295388322;0.417975973;0.19525864;0.086981484;0.138111009;0.044489697;-0.004050642;2.49341E-05;-0.009935629;-0.141758288;-0.080417951;-0.217311154;-0.430399662;-0.279483647;-0.613840913;-0.16034141;-0.07897414;-0.267840701
244;1.147335539;1.585484284;0.764740313;2.671488996;3.296033978;2.171241084;-0.051800791;-0.007826871;-0.098641233;0.396728388;0.570388218;0.259324227;0.31367218;0.423998516;0.213919412;-0.017441299;-0.002268873;-0.034360505;0.2960391;0.419103757;0.195601331;0.087294668;0.138665398;0.044672855;-0.004059421;2.57425E-05;-0.009963043;-0.142087638;-0.080541492;-0.21799014;-0.431602354;-0.28023933;-0.61580728;-0.160971199;-0.079239317;-0.268731428
245;1.15083865;1.590807028;0.767288566;2.680336159;3.309216577;2.177856741;-0.051961455;-0.007872428;-0.09889968;0.397491401;0.571992988;0.259676753;0.314653172;0.425744228;0.214499696;-0.017482187;-0.002264592;-0.034462863;0.296856863;0.420307417;0.19593577;0.087623528;0.139163018;0.044838683;-0.00406588;2.79078E-05;-0.009992845;-0.14239992;-0.080595241;-0.218635815;-0.432600976;-0.281108994;-0.618199117;-0.161462642;-0.07951567;-0.269474004
246;1.154093152;1.596774893;0.76913524;2.688316566;3.321630111;2.184358611;-0.052084346;-0.007881048;-0.099225219;0.398428036;0.573368962;0.260313944;0.315721392;0.427421952;0.215010043;-0.017531901;-0.002274108;-0.03455691;0.297437739;0.421515311;0.19617361;0.087940342;0.139732471;0.044990093;-0.004070141;2.47239E-05;-0.010010093;-0.142752356;-0.080635009;-0.219325335;-0.434016401;-0.28160381;-0.620344684;-0.161909763;-0.07969288;-0.270103329
247;1.156753249;1.60238005;0.771588091;2.695235937;3.334408577;2.189846751;-0.052244185;-0.007894614;-0.099582555;0.399486751;0.574824567;0.260808581;0.316691516;0.429061829;0.215585701;-0.017559573;-0.00228367;-0.034640771;0.2983265;0.422638382;0.196541764;0.088213683;0.140220172;0.045203584;-0.004080824;2.88423E-05;-0.010044967;-0.143107213;-0.080694417;-0.220073701;-0.43555887;-0.282287683;-0.6227092;-0.162495152;-0.079973805;-0.271217392
248;1.160709186;1.607452449;0.773988787;2.703622037;3.347325362;2.195214667;-0.052373531;-0.007904391;-0.09988866;0.400462871;0.57617925;0.261120645;0.317686553;0.430628594;0.216135777;-0.017589929;-0.002287336;-0.034742551;0.298821649;0.423926339;0.196824063;0.088546942;0.140782759;0.045402693;-0.004085987;3.09624E-05;-0.01007235;-0.143447833;-0.080858809;-0.220701744;-0.436814239;-0.283066121;-0.624641611;-0.162936338;-0.080123583;-0.272049852
249;1.163761407;1.613010592;0.776053923;2.712867799;3.359122507;2.201186305;-0.052521985;-0.007938815;-0.100251696;0.401384524;0.578044166;0.261437104;0.318727938;0.43230475;0.216689631;-0.017625946;-0.002298954;-0.034851775;0.299551051;0.425124664;0.1971484;0.088771516;0.141308829;0.04560618;-0.004089036;3.38515E-05;-0.010097818;-0.143845184;-0.080963428;-0.221495101;-0.438386874;-0.283752707;-0.626850096;-0.163395858;-0.080390361;-0.272942145
250;1.167583426;1.618441188;0.77817636;2.721636952;3.371958826;2.206971613;-0.052657378;-0.007940707;-0.100601214;0.402177973;0.579885962;0.262079633;0.319764911;0.433853692;0.217323038;-0.017658;-0.002301606;-0.034938817;0.300330535;0.426373963;0.197435278;0.089107844;0.14185876;0.045770101;-0.004096689;3.52366E-05;-0.010124206;-0.144240022;-0.081024081;-0.222220033;-0.439707032;-0.284651579;-0.629251739;-0.163912923;-0.080658764;-0.27386214
251;1.170805289;1.623944793;0.780154677;2.730552934;3.385007631;2.212640129;-0.052775781;-0.007933564;-0.100905139;0.40326856;0.581468101;0.262642204;0.32075846;0.43557293;0.217946246;-0.017694935;-0.002306431;-0.035029135;0.301030982;0.42773925;0.197795417;0.089448174;0.142439909;0.04593445;-0.004104559;3.11881E-05;-0.010145881;-0.144679067;-0.081176504;-0.22289462;-0.441162604;-0.28559558;-0.631546347;-0.164480176;-0.0808491;-0.27478071
252;1.174192178;1.628870901;0.782446255;2.738812523;3.396808757;2.218891584;-0.052906858;-0.00795097;-0.101126362;0.404399607;0.582861991;0.262898802;0.321791438;0.437351622;0.218463718;-0.017741407;-0.002298745;-0.035110093;0.301688926;0.429149114;0.198136202;0.08978212;0.14297865;0.046109033;-0.004111962;2.66653E-05;-0.010180394;-0.145026006;-0.081249559;-0.223554663;-0.442610724;-0.286459504;-0.633802412;-0.164975208;-0.081199214;-0.275643604
253;1.177175879;1.63479304;0.784515074;2.747461789;3.408241218;2.225169894;-0.053020163;-0.00796899;-0.101456843;0.405472743;0.584665853;0.263364021;0.322886853;0.43877629;0.219037698;-0.017796199;-0.002304033;-0.035191803;0.302369955;0.430166191;0.198457866;0.090070869;0.143490601;0.046267269;-0.004108561;3.31719E-05;-0.010201023;-0.14542608;-0.081352832;-0.224218308;-0.443904026;-0.287193539;-0.635696404;-0.16540475;-0.081409937;-0.276635203
254;1.180732315;1.640391227;0.78666389;2.75670363;3.421250203;2.23058042;-0.053175626;-0.007977433;-0.101683031;0.406399197;0.586264299;0.263798472;0.323925933;0.44044708;0.21953604;-0.017835595;-0.002309296;-0.035278241;0.303001928;0.431488057;0.198821849;0.090412988;0.144077524;0.046418467;-0.004113265;3.11936E-05;-0.010227436;-0.145712357;-0.081456285;-0.224866347;-0.44537163;-0.287792396;-0.638038693;-0.165756245;-0.081571691;-0.277608819
255;1.184878653;1.645982714;0.78886837;2.766094946;3.434996644;2.236327086;-0.053358449;-0.008005118;-0.102013831;0.407551928;0.588333966;0.264208897;0.324857263;0.44188993;0.22011223;-0.017882477;-0.002311418;-0.035357672;0.303708542;0.432785854;0.199192058;0.090711352;0.1446445;0.046607237;-0.004115659;2.62284E-05;-0.010255131;-0.146110395;-0.081643591;-0.22553964;-0.446782764;-0.28856795;-0.639925839;-0.16641459;-0.081765666;-0.27854384
256;1.187983783;1.652213267;0.790183473;2.77451582;3.44590364;2.241958731;-0.053476057;-0.008023228;-0.102416842;0.40872396;0.590070152;0.264669112;0.325795564;0.443533771;0.220703343;-0.017916569;-0.002318492;-0.035461106;0.30426394;0.434074754;0.199340589;0.091045817;0.145189063;0.046795627;-0.004122661;2.59584E-05;-0.010276319;-0.146383206;-0.081837173;-0.226245237;-0.448023211;-0.28946198;-0.642052244;-0.166868942;-0.08203737;-0.279512075
257;1.191249318;1.657203221;0.792426462;2.783538461;3.45993128;2.248488937;-0.05360047;-0.008041369;-0.102702229;0.409782572;0.591512086;0.265217467;0.326736493;0.445141601;0.221398943;-0.017923513;-0.002319554;-0.035529273;0.304919816;0.435493983;0.199512561;0.091388175;0.145716048;0.046967438;-0.004132183;2.86452E-05;-0.010286679;-0.14669533;-0.081917043;-0.227032749;-0.44930524;-0.289890874;-0.644221267;-0.167194024;-0.082218691;-0.280508478
258;1.194422517;1.662839627;0.794394497;2.792424248;3.472673105;2.255900455;-0.05371447;-0.008042532;-0.103009589;0.410571472;0.593070974;0.265743264;0.327701109;0.446878842;0.222088125;-0.017964565;-0.002325408;-0.035574047;0.305508247;0.437184422;0.199908739;0.091813158;0.146256713;0.047166889;-0.004139058;2.61493E-05;-0.010307297;-0.147126999;-0.082114382;-0.227703006;-0.450336575;-0.290719106;-0.646525974;-0.167693548;-0.082443782;-0.281417751
259;1.196670058;1.668510473;0.796389214;2.801134322;3.486392618;2.261567758;-0.053882194;-0.008052618;-0.103248828;0.411661287;0.594847239;0.266249442;0.328687344;0.448568955;0.222492271;-0.018011305;-0.002326814;-0.03569368;0.30604107;0.438698742;0.20021408;0.092148736;0.146743276;0.047362605;-0.004143566;2.95538E-05;-0.010331183;-0.147531468;-0.082299401;-0.228356937;-0.451970608;-0.29162288;-0.649042968;-0.168289771;-0.082678155;-0.282246752
260;1.199617928;1.673975777;0.798414536;2.809726508;3.499672847;2.267985564;-0.0540478;-0.008075074;-0.103549047;0.412974554;0.596609096;0.266728777;0.32960988;0.450280467;0.22301542;-0.018048754;-0.002328333;-0.035778562;0.30684146;0.440093737;0.200551976;0.09249624;0.147377966;0.047507957;-0.004151216;3.16937E-05;-0.010363751;-0.147915211;-0.082385474;-0.229058774;-0.453418659;-0.292360382;-0.651486496;-0.168661911;-0.082868667;-0.283299964
261;1.203069899;1.679241319;0.800358918;2.818833476;3.511880641;2.273748879;-0.054232195;-0.00805425;-0.103902505;0.41409704;0.598160009;0.26710645;0.330796987;0.452034475;0.223663644;-0.01809101;-0.002332404;-0.03588348;0.30769303;0.441538893;0.200837173;0.092874653;0.147948321;0.047726028;-0.004158933;3.50535E-05;-0.010378675;-0.148219512;-0.082497334;-0.22968716;-0.454936381;-0.29323916;-0.65353099;-0.169128887;-0.083061687;-0.284089369
262;1.206351406;1.684515545;0.802360868;2.827470116;3.524762801;2.280360789;-0.054335304;-0.008088137;-0.104244554;0.415334894;0.599835517;0.267471336;0.331926919;0.453745729;0.224320616;-0.018139008;-0.002331702;-0.035951977;0.308443013;0.442880226;0.201269044;0.093215677;0.148476006;0.047890441;-0.004167012;3.40576E-05;-0.010398149;-0.148568684;-0.082606513;-0.230409252;-0.456420695;-0.293893918;-0.65565578;-0.169561414;-0.083197052;-0.285122517
263;1.20958901;1.69039983;0.80435755;2.836608928;3.537920168;2.286658016;-0.054510331;-0.008127608;-0.104491068;0.416453601;0.601690516;0.26781046;0.333215677;0.455218989;0.224858057;-0.018165408;-0.002332016;-0.036042093;0.309433183;0.444036968;0.201671486;0.093481675;0.149058687;0.048014158;-0.004172766;3.55311E-05;-0.010423001;-0.148865971;-0.08272621;-0.23104886;-0.45765745;-0.294708327;-0.658087378;-0.170168677;-0.083392587;-0.286065704
264;1.213335053;1.695834772;0.806754025;2.845812416;3.550585335;2.293057491;-0.05463045;-0.008160724;-0.104860353;0.417392884;0.603678577;0.268412475;0.334258882;0.456901306;0.225404197;-0.01821966;-0.002335501;-0.036140012;0.310352858;0.445576009;0.201958986;0.093831116;0.149636369;0.048159257;-0.004181032;3.77699E-05;-0.010446426;-0.149264456;-0.082915115;-0.23193764;-0.458865644;-0.295460155;-0.660276003;-0.170743204;-0.08366347;-0.286952992
265;1.216866638;1.700585097;0.809112356;2.855177717;3.563876735;2.29911082;-0.05482554;-0.008172193;-0.105208602;0.418813135;0.605279098;0.269019713;0.33517917;0.458525983;0.225951856;-0.018259712;-0.002339953;-0.036259309;0.311073731;0.44711645;0.20226101;0.094124681;0.150233352;0.048360925;-0.004186152;4.05381E-05;-0.010479382;-0.149612925;-0.083125373;-0.232883755;-0.460313073;-0.296332346;-0.662655089;-0.171225177;-0.083827647;-0.28781711
266;1.220082676;1.706429626;0.811049367;2.864435587;3.576075391;2.30429296;-0.055004157;-0.008207279;-0.105521972;0.419792509;0.606662673;0.269674262;0.336265098;0.460250046;0.22656002;-0.018304061;-0.00233894;-0.036355169;0.311752764;0.448192961;0.202594822;0.094464679;0.150862727;0.048466105;-0.004192148;3.42689E-05;-0.010509924;-0.150004705;-0.083297874;-0.23353821;-0.461660866;-0.297137783;-0.665086081;-0.171805856;-0.08406055;-0.2887527
267;1.223037648;1.712010694;0.813192484;2.873457118;3.588912944;2.310083988;-0.055146021;-0.00822933;-0.105843687;0.42085325;0.608756321;0.270096669;0.33734496;0.462009665;0.22706316;-0.018354406;-0.002321492;-0.036452315;0.312639408;0.449616223;0.202912419;0.094826198;0.151448815;0.048661861;-0.004203086;3.97097E-05;-0.010537552;-0.150451965;-0.083401071;-0.234285892;-0.46315391;-0.297993825;-0.667435288;-0.172397398;-0.084322979;-0.289752368
268;1.226334895;1.716653327;0.815302388;2.882320877;3.601467949;2.315200786;-0.05527979;-0.008256709;-0.106100249;0.42168629;0.610451708;0.270618347;0.338499778;0.463793808;0.227617635;-0.018385692;-0.002311224;-0.036544147;0.313341903;0.450877326;0.203174838;0.095214624;0.152062454;0.048834936;-0.00421018;4.74512E-05;-0.010562184;-0.150913309;-0.083524442;-0.235014826;-0.46436618;-0.29860971;-0.669448017;-0.172957774;-0.084554418;-0.290895415
269;1.230567374;1.721813766;0.817580311;2.891501663;3.615678357;2.320617286;-0.05540281;-0.008295717;-0.106432189;0.422748264;0.611875066;0.271225416;0.339492417;0.465427419;0.228176238;-0.01841708;-0.002317087;-0.036646542;0.314022018;0.452231018;0.203372114;0.095513952;0.15266576;0.04899276;-0.004220572;4.82999E-05;-0.010577667;-0.15129733;-0.083648375;-0.235940323;-0.465623697;-0.299366128;-0.671865496;-0.173323157;-0.084803856;-0.291879381
270;1.234169196;1.726288231;0.819681247;2.899901081;3.629195008;2.327737206;-0.055483989;-0.008294808;-0.106802403;0.423960078;0.613436916;0.271866876;0.340452593;0.467307514;0.228842119;-0.018457059;-0.002320007;-0.036764124;0.314816347;0.453752206;0.203656352;0.09580633;0.153216138;0.049133175;-0.004222493;4.82719E-05;-0.010610055;-0.151609586;-0.083854794;-0.236539114;-0.466836087;-0.300204272;-0.67431219;-0.173883539;-0.08508271;-0.292748011
271;1.237798574;1.731948695;0.821290801;2.909006535;3.642820163;2.333204092;-0.055661698;-0.008329608;-0.107107067;0.424959985;0.615256143;0.272485222;0.34155236;0.469083661;0.229533709;-0.018500168;-0.00232191;-0.036880396;0.315481546;0.455163373;0.204123266;0.096113695;0.153762351;0.049289029;-0.004229336;4.75495E-05;-0.010635996;-0.151976285;-0.084038668;-0.237361937;-0.468065049;-0.300852575;-0.676969803;-0.174522206;-0.085401943;-0.293609056
272;1.241230187;1.738064599;0.823276164;2.918003613;3.655458047;2.338790746;-0.055778751;-0.008360568;-0.10745399;0.425706132;0.617147093;0.272990937;0.342649916;0.470862571;0.230235673;-0.018551827;-0.002328338;-0.036943;0.316298084;0.456686387;0.204329418;0.096467089;0.154410911;0.049426659;-0.00423718;4.49201E-05;-0.010660551;-0.152313264;-0.084178034;-0.238027294;-0.469256542;-0.301509743;-0.678971337;-0.175158585;-0.085723015;-0.294547041
273;1.244800679;1.743206416;0.825097843;2.927445952;3.667946555;2.344361341;-0.055975386;-0.008399642;-0.107808397;0.426730178;0.618687242;0.273325459;0.343702028;0.47260133;0.230810949;-0.018603137;-0.002329429;-0.037038991;0.317045783;0.458343947;0.204686112;0.096768489;0.154954185;0.049617338;-0.00425169;4.68659E-05;-0.010681331;-0.152778935;-0.084382165;-0.238779832;-0.470715146;-0.302171468;-0.681134786;-0.175694388;-0.085981725;-0.295528718
274;1.249020373;1.748514089;0.82822365;2.935572279;3.680595526;2.350860845;-0.05609655;-0.008434878;-0.108126183;0.428041995;0.620755269;0.273624108;0.344700579;0.474392089;0.231267812;-0.018629333;-0.002330943;-0.037122905;0.318103245;0.459773831;0.204998089;0.097144814;0.15553965;0.049854295;-0.004261006;4.7251E-05;-0.010709106;-0.153174125;-0.084486545;-0.239658116;-0.472066256;-0.302872326;-0.683481496;-0.176231861;-0.086208931;-0.296638844
275;1.252453038;1.754767225;0.830254666;2.943502814;3.694178279;2.356464988;-0.056266612;-0.008470261;-0.108457056;0.429145457;0.623076408;0.274227669;0.345828195;0.476139093;0.231843208;-0.018677962;-0.002337391;-0.037221663;0.318697285;0.461000629;0.205262864;0.097496698;0.15615952;0.050005196;-0.004267728;4.93079E-05;-0.010737853;-0.153621735;-0.084632798;-0.240298552;-0.473563941;-0.303364776;-0.68563877;-0.176646099;-0.086531737;-0.297634812
276;1.255370985;1.761430029;0.831527758;2.952887593;3.708497376;2.363519727;-0.056454535;-0.00847602;-0.108828537;0.430220924;0.625022986;0.274735114;0.34683614;0.478016461;0.232319844;-0.01871412;-0.002341515;-0.037337122;0.319557554;0.462260831;0.20568388;0.097798949;0.156768033;0.050164794;-0.004272367;5.11126E-05;-0.0107653;-0.153980104;-0.084761271;-0.241138426;-0.475050946;-0.304234899;-0.68815521;-0.176996982;-0.086639792;-0.298552136
277;1.259324072;1.767736184;0.834177096;2.962639034;3.721388949;2.36961487;-0.05658458;-0.008443088;-0.109112454;0.431677582;0.626914599;0.275294527;0.347920062;0.479790265;0.233039276;-0.01876173;-0.002345734;-0.037409247;0.320441902;0.463478532;0.206035294;0.098159503;0.157311991;0.05033343;-0.004279155;5.40491E-05;-0.010798317;-0.154435223;-0.084948652;-0.241919283;-0.476640503;-0.305017075;-0.690489455;-0.177575344;-0.086901616;-0.299557249
278;1.263443131;1.773485038;0.836051487;2.97104173;3.734281529;2.375965811;-0.056715101;-0.008440911;-0.109406136;0.432538027;0.629009391;0.275935383;0.349137517;0.481632439;0.233802885;-0.018799097;-0.002361165;-0.03752037;0.321295593;0.464950031;0.206325937;0.098497618;0.157869797;0.050454294;-0.004285537;5.31498E-05;-0.010830572;-0.154810036;-0.085205671;-0.24274476;-0.477969809;-0.305831036;-0.693360327;-0.178240916;-0.087138612;-0.300446053
279;1.267507514;1.780103007;0.837558477;2.980645451;3.748009929;2.382663128;-0.056825218;-0.008469121;-0.109729655;0.433672543;0.631277571;0.276603352;0.350125696;0.483385837;0.234344975;-0.01882616;-0.00236221;-0.037611817;0.32222288;0.466675543;0.206667081;0.098757561;0.158635561;0.050636851;-0.004286523;5.20263E-05;-0.010854776;-0.155228859;-0.085473754;-0.243534822;-0.479099631;-0.306633502;-0.695809673;-0.178772256;-0.087362937;-0.301274337
280;1.270885297;1.785489354;0.840177185;2.989526176;3.760466678;2.388662578;-0.056981468;-0.008513858;-0.110109;0.434974226;0.633184911;0.277040678;0.351084095;0.485372618;0.234863071;-0.018873805;-0.002358953;-0.037707795;0.323060869;0.468197161;0.206904642;0.099096886;0.159318207;0.050781644;-0.004296512;5.38809E-05;-0.010882186;-0.155806286;-0.085616619;-0.244373503;-0.480373296;-0.30742477;-0.69875877;-0.179358786;-0.087520131;-0.302279943
281;1.274328413;1.790891901;0.842804968;2.998973861;3.775349714;2.394490642;-0.057185661;-0.008558357;-0.110442839;0.436065785;0.63529897;0.277629989;0.35207263;0.487160722;0.235467378;-0.0188975;-0.002353572;-0.037825184;0.32386535;0.46982216;0.2073215;0.099473093;0.159880492;0.050939508;-0.00430309;5.57674E-05;-0.010912163;-0.156170808;-0.085799107;-0.245105689;-0.481673343;-0.308400198;-0.701091137;-0.179929858;-0.08777383;-0.303279142
282;1.277901255;1.797579887;0.844844547;3.009142343;3.788207074;2.401200969;-0.057359632;-0.008590827;-0.110770148;0.436891849;0.637324367;0.278184629;0.353139619;0.489100411;0.236137689;-0.018936846;-0.00233592;-0.037919533;0.324914062;0.471388812;0.207633694;0.099736195;0.160434929;0.051135488;-0.004309384;5.79644E-05;-0.010943511;-0.156541027;-0.085982185;-0.245881937;-0.483165964;-0.309366938;-0.703740253;-0.180358982;-0.088017852;-0.304272391
