price,available,advertisers_qty,type,timestamp,curr_from,curr_to,source
11.61000,202.93000,2,ask,2024-08-08 21:58:20,USD,BOB,binance
11.62000,100.00000,1,ask,2024-08-08 21:58:20,USD,BOB,binance
11.63000,144.33000,1,ask,2024-08-08 21:58:20,USD,BOB,binance
11.66000,345.77000,1,ask,2024-08-08 21:58:20,USD,BOB,binance
11.67000,55.94000,1,ask,2024-08-08 21:58:20,USD,BOB,binance
11.70000,246.11000,1,ask,2024-08-08 21:58:20,USD,BOB,binance
11.72000,20.93000,1,ask,2024-08-08 21:58:20,USD,BOB,binance
11.75000,13.27000,1,ask,2024-08-08 21:58:20,USD,BOB,binance
11.80000,1836.14000,1,ask,2024-08-08 21:58:20,USD,BOB,binance
11.96000,521.79000,1,ask,2024-08-08 21:58:20,USD,BOB,binance
12.00000,369.34000,2,ask,2024-08-08 21:58:20,USD,BOB,binance
12.05000,1795.40000,1,ask,2024-08-08 21:58:20,USD,BOB,binance
12.08000,998.40000,1,ask,2024-08-08 21:58:20,USD,BOB,binance
12.10000,711.48000,3,ask,2024-08-08 21:58:20,USD,BOB,binance
12.15000,1527.63000,1,ask,2024-08-08 21:58:20,USD,BOB,binance
12.19000,998.01000,1,ask,2024-08-08 21:58:20,USD,BOB,binance
12.40000,574.59000,1,ask,2024-08-08 21:58:20,USD,BOB,binance
12.50000,895.18000,3,ask,2024-08-08 21:58:20,USD,BOB,binance
12.56000,81.00000,1,ask,2024-08-08 21:58:20,USD,BOB,binance
12.59000,99.80000,1,ask,2024-08-08 21:58:20,USD,BOB,binance
12.60000,2648.16000,2,ask,2024-08-08 21:58:20,USD,BOB,binance
12.80000,178.87000,1,ask,2024-08-08 21:58:20,USD,BOB,binance
12.85000,832.65000,2,ask,2024-08-08 21:58:20,USD,BOB,binance
12.91000,91.29000,1,ask,2024-08-08 21:58:20,USD,BOB,binance
12.93000,371.46000,2,ask,2024-08-08 21:58:20,USD,BOB,binance
12.94000,196.99000,1,ask,2024-08-08 21:58:20,USD,BOB,binance
12.95000,178.56000,1,ask,2024-08-08 21:58:20,USD,BOB,binance
13.00000,3652.69000,3,ask,2024-08-08 21:58:20,USD,BOB,binance
13.05000,1846.30000,1,ask,2024-08-08 21:58:20,USD,BOB,binance
13.06000,750.82000,1,ask,2024-08-08 21:58:20,USD,BOB,binance
13.10000,4345.38000,3,ask,2024-08-08 21:58:20,USD,BOB,binance
13.16000,110.64000,1,ask,2024-08-08 21:58:20,USD,BOB,binance
13.20000,1241.13000,2,ask,2024-08-08 21:58:20,USD,BOB,binance
13.30000,205.84000,3,ask,2024-08-08 21:58:20,USD,BOB,binance
13.34000,49.72000,1,ask,2024-08-08 21:58:20,USD,BOB,binance
13.46000,11.88000,1,ask,2024-08-08 21:58:20,USD,BOB,binance
13.48000,368.22000,1,ask,2024-08-08 21:58:20,USD,BOB,binance
13.50000,657.37000,1,ask,2024-08-08 21:58:20,USD,BOB,binance
13.60000,205.00000,2,ask,2024-08-08 21:58:20,USD,BOB,binance
13.67000,106.05000,1,ask,2024-08-08 21:58:20,USD,BOB,binance
13.68000,499.00000,1,ask,2024-08-08 21:58:20,USD,BOB,binance
13.72000,215.47000,2,ask,2024-08-08 21:58:20,USD,BOB,binance
13.74000,123.65000,1,ask,2024-08-08 21:58:20,USD,BOB,binance
13.80000,5475.68000,5,ask,2024-08-08 21:58:20,USD,BOB,binance
13.82000,1153.40000,3,ask,2024-08-08 21:58:20,USD,BOB,binance
13.85000,239.99000,1,ask,2024-08-08 21:58:20,USD,BOB,binance
12.40000,100.00000,1,bid,2024-08-08 21:58:20,BOB,USD,binance
11.51000,2851.21000,1,bid,2024-08-08 21:58:20,BOB,USD,binance
11.46000,300.00000,1,bid,2024-08-08 21:58:20,BOB,USD,binance
11.40000,40.25000,2,bid,2024-08-08 21:58:20,BOB,USD,binance
11.32000,7270.18000,1,bid,2024-08-08 21:58:20,BOB,USD,binance
11.30000,18806.23000,4,bid,2024-08-08 21:58:20,BOB,USD,binance
11.25000,202.82000,1,bid,2024-08-08 21:58:20,BOB,USD,binance
11.20000,902.87000,1,bid,2024-08-08 21:58:20,BOB,USD,binance
11.15000,51.05000,1,bid,2024-08-08 21:58:20,BOB,USD,binance
11.10000,35692.66000,2,bid,2024-08-08 21:58:20,BOB,USD,binance
11.00000,17264.71000,7,bid,2024-08-08 21:58:20,BOB,USD,binance
10.95000,18304.51000,1,bid,2024-08-08 21:58:20,BOB,USD,binance
10.90000,100.00000,1,bid,2024-08-08 21:58:20,BOB,USD,binance
10.80000,15000.00000,1,bid,2024-08-08 21:58:20,BOB,USD,binance
10.70000,19587.87000,1,bid,2024-08-08 21:58:20,BOB,USD,binance
10.61000,13877.38000,1,bid,2024-08-08 21:58:20,BOB,USD,binance
10.57000,15029.45000,1,bid,2024-08-08 21:58:20,BOB,USD,binance
10.50000,887.84000,1,bid,2024-08-08 21:58:20,BOB,USD,binance
10.43000,1000.00000,1,bid,2024-08-08 21:58:20,BOB,USD,binance
10.20000,1980.05000,2,bid,2024-08-08 21:58:20,BOB,USD,binance
10.12000,89.85000,1,bid,2024-08-08 21:58:20,BOB,USD,binance
10.00000,1905.11000,4,bid,2024-08-08 21:58:20,BOB,USD,binance
9.50000,59977.20000,2,bid,2024-08-08 21:58:20,BOB,USD,binance
9.00000,588.91000,3,bid,2024-08-08 21:58:20,BOB,USD,binance
8.63000,95.63000,1,bid,2024-08-08 21:58:20,BOB,USD,binance
8.50000,2000.00000,1,bid,2024-08-08 21:58:20,BOB,USD,binance
8.38000,2000.00000,1,bid,2024-08-08 21:58:20,BOB,USD,binance
8.20000,400.00000,1,bid,2024-08-08 21:58:20,BOB,USD,binance
8.01000,251.57000,1,bid,2024-08-08 21:58:20,BOB,USD,binance
8.00000,100.00000,1,bid,2024-08-08 21:58:20,BOB,USD,binance
7.80000,10769.00000,2,bid,2024-08-08 21:58:20,BOB,USD,binance
7.52000,14454.70000,1,bid,2024-08-08 21:58:20,BOB,USD,binance
7.50000,199.95000,1,bid,2024-08-08 21:58:20,BOB,USD,binance
7.30000,89.83000,1,bid,2024-08-08 21:58:20,BOB,USD,binance
7.25000,4882.59000,1,bid,2024-08-08 21:58:20,BOB,USD,binance
7.20000,3000.00000,1,bid,2024-08-08 21:58:20,BOB,USD,binance
7.15000,7015.00000,1,bid,2024-08-08 21:58:20,BOB,USD,binance
7.00000,12585.72000,3,bid,2024-08-08 21:58:20,BOB,USD,binance
6.97000,18457.12000,1,bid,2024-08-08 21:58:20,BOB,USD,binance
6.96000,20600.00000,2,bid,2024-08-08 21:58:20,BOB,USD,binance
6.90000,200.00000,2,bid,2024-08-08 21:58:20,BOB,USD,binance
11.56000,120.49000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
11.57000,340.96000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
11.58000,147.79000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
11.60000,728.61000,2,ask,2024-08-08 23:22:52,USD,BOB,binance
11.62000,345.77000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
11.63000,76.16000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
11.65000,437.50000,2,ask,2024-08-08 23:22:52,USD,BOB,binance
11.67000,34.53000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
11.69000,998.01000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
11.72000,20.93000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
11.80000,2239.52000,2,ask,2024-08-08 23:22:52,USD,BOB,binance
11.96000,521.79000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
12.00000,2057.60000,3,ask,2024-08-08 23:22:52,USD,BOB,binance
12.05000,1792.51000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
12.08000,998.40000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
12.10000,703.22000,3,ask,2024-08-08 23:22:52,USD,BOB,binance
12.24000,1153.48000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
12.40000,574.59000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
12.50000,439.65000,2,ask,2024-08-08 23:22:52,USD,BOB,binance
12.56000,81.00000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
12.59000,99.80000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
12.60000,2648.16000,2,ask,2024-08-08 23:22:52,USD,BOB,binance
12.67000,339.48000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
12.80000,178.87000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
12.85000,832.65000,2,ask,2024-08-08 23:22:52,USD,BOB,binance
12.91000,91.29000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
12.93000,99.84000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
12.94000,196.99000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
12.95000,178.56000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
12.98000,1996.80000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
13.00000,3652.69000,3,ask,2024-08-08 23:22:52,USD,BOB,binance
13.05000,1846.30000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
13.10000,4345.38000,3,ask,2024-08-08 23:22:52,USD,BOB,binance
13.16000,110.64000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
13.20000,108.45000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
13.30000,205.84000,3,ask,2024-08-08 23:22:52,USD,BOB,binance
13.34000,49.72000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
13.46000,11.88000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
13.48000,368.22000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
13.50000,657.37000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
13.60000,205.00000,2,ask,2024-08-08 23:22:52,USD,BOB,binance
13.68000,499.00000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
13.72000,215.47000,2,ask,2024-08-08 23:22:52,USD,BOB,binance
13.74000,123.65000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
13.80000,5472.80000,5,ask,2024-08-08 23:22:52,USD,BOB,binance
13.82000,1153.40000,3,ask,2024-08-08 23:22:52,USD,BOB,binance
13.85000,239.99000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
12.40000,100.00000,1,bid,2024-08-08 23:22:52,BOB,USD,binance
11.45000,169.05000,1,bid,2024-08-08 23:22:52,BOB,USD,binance
11.40000,78.15000,2,bid,2024-08-08 23:22:52,BOB,USD,binance
11.37000,352.50000,1,bid,2024-08-08 23:22:52,BOB,USD,binance
11.35000,100.00000,1,bid,2024-08-08 23:22:52,BOB,USD,binance
11.30000,719.39000,2,bid,2024-08-08 23:22:52,BOB,USD,binance
11.25000,175.92000,1,bid,2024-08-08 23:22:52,BOB,USD,binance
11.20000,2348.03000,2,bid,2024-08-08 23:22:52,BOB,USD,binance
11.15000,100.00000,1,bid,2024-08-08 23:22:52,BOB,USD,binance
11.10000,35650.16000,2,bid,2024-08-08 23:22:52,BOB,USD,binance
11.01000,100.00000,1,bid,2024-08-08 23:22:52,BOB,USD,binance
11.00000,7364.71000,7,bid,2024-08-08 23:22:52,BOB,USD,binance
10.90000,100.00000,1,bid,2024-08-08 23:22:52,BOB,USD,binance
10.80000,15000.00000,1,bid,2024-08-08 23:22:52,BOB,USD,binance
10.70000,19587.87000,1,bid,2024-08-08 23:22:52,BOB,USD,binance
10.59000,13877.38000,1,bid,2024-08-08 23:22:52,BOB,USD,binance
10.56000,15029.45000,1,bid,2024-08-08 23:22:52,BOB,USD,binance
10.50000,887.84000,1,bid,2024-08-08 23:22:52,BOB,USD,binance
10.43000,1000.00000,1,bid,2024-08-08 23:22:52,BOB,USD,binance
10.42000,10000.00000,1,bid,2024-08-08 23:22:52,BOB,USD,binance
10.20000,1980.05000,2,bid,2024-08-08 23:22:52,BOB,USD,binance
10.12000,89.85000,1,bid,2024-08-08 23:22:52,BOB,USD,binance
10.00000,1905.11000,4,bid,2024-08-08 23:22:52,BOB,USD,binance
9.50000,59977.20000,2,bid,2024-08-08 23:22:52,BOB,USD,binance
9.00000,588.91000,3,bid,2024-08-08 23:22:52,BOB,USD,binance
8.63000,95.63000,1,bid,2024-08-08 23:22:52,BOB,USD,binance
8.50000,2000.00000,1,bid,2024-08-08 23:22:52,BOB,USD,binance
8.38000,2000.00000,1,bid,2024-08-08 23:22:52,BOB,USD,binance
8.20000,400.00000,1,bid,2024-08-08 23:22:52,BOB,USD,binance
8.01000,251.57000,1,bid,2024-08-08 23:22:52,BOB,USD,binance
8.00000,100.00000,1,bid,2024-08-08 23:22:52,BOB,USD,binance
7.80000,10754.85000,2,bid,2024-08-08 23:22:52,BOB,USD,binance
7.52000,14454.70000,1,bid,2024-08-08 23:22:52,BOB,USD,binance
7.50000,199.95000,1,bid,2024-08-08 23:22:52,BOB,USD,binance
7.30000,89.83000,1,bid,2024-08-08 23:22:52,BOB,USD,binance
7.25000,4882.59000,1,bid,2024-08-08 23:22:52,BOB,USD,binance
7.20000,3000.00000,1,bid,2024-08-08 23:22:52,BOB,USD,binance
7.15000,7015.00000,1,bid,2024-08-08 23:22:52,BOB,USD,binance
7.00000,12585.72000,3,bid,2024-08-08 23:22:52,BOB,USD,binance
6.97000,18457.12000,1,bid,2024-08-08 23:22:52,BOB,USD,binance
6.96000,20600.00000,2,bid,2024-08-08 23:22:52,BOB,USD,binance
6.90000,200.00000,2,bid,2024-08-08 23:22:52,BOB,USD,binance
11.56000,120.49000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
11.57000,340.96000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
11.58000,147.79000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
11.60000,728.61000,2,ask,2024-08-08 23:22:52,USD,BOB,binance
11.62000,345.77000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
11.63000,76.16000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
11.65000,437.50000,2,ask,2024-08-08 23:22:52,USD,BOB,binance
11.67000,34.53000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
11.69000,998.01000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
11.72000,20.93000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
11.80000,2239.52000,2,ask,2024-08-08 23:22:52,USD,BOB,binance
11.96000,521.79000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
12.00000,2057.60000,3,ask,2024-08-08 23:22:52,USD,BOB,binance
12.05000,1792.51000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
12.08000,998.40000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
12.10000,703.22000,3,ask,2024-08-08 23:22:52,USD,BOB,binance
12.24000,1153.48000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
12.40000,574.59000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
12.50000,439.65000,2,ask,2024-08-08 23:22:52,USD,BOB,binance
12.56000,81.00000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
12.59000,99.80000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
12.60000,2648.16000,2,ask,2024-08-08 23:22:52,USD,BOB,binance
12.67000,339.48000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
12.80000,178.87000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
12.85000,832.65000,2,ask,2024-08-08 23:22:52,USD,BOB,binance
12.91000,91.29000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
12.93000,99.84000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
12.94000,196.99000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
12.95000,178.56000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
12.98000,1996.80000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
13.00000,3652.69000,3,ask,2024-08-08 23:22:52,USD,BOB,binance
13.05000,1846.30000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
13.10000,4345.38000,3,ask,2024-08-08 23:22:52,USD,BOB,binance
13.16000,110.64000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
13.20000,108.45000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
13.30000,205.84000,3,ask,2024-08-08 23:22:52,USD,BOB,binance
13.34000,49.72000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
13.46000,11.88000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
13.48000,368.22000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
13.50000,657.37000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
13.60000,205.00000,2,ask,2024-08-08 23:22:52,USD,BOB,binance
13.68000,499.00000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
13.72000,215.47000,2,ask,2024-08-08 23:22:52,USD,BOB,binance
13.74000,123.65000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
13.80000,5472.80000,5,ask,2024-08-08 23:22:52,USD,BOB,binance
13.82000,1153.40000,3,ask,2024-08-08 23:22:52,USD,BOB,binance
13.85000,239.99000,1,ask,2024-08-08 23:22:52,USD,BOB,binance
12.40000,100.00000,1,bid,2024-08-08 23:22:52,BOB,USD,binance
11.45000,169.05000,1,bid,2024-08-08 23:22:52,BOB,USD,binance
11.40000,78.15000,2,bid,2024-08-08 23:22:52,BOB,USD,binance
11.37000,352.50000,1,bid,2024-08-08 23:22:52,BOB,USD,binance
11.35000,100.00000,1,bid,2024-08-08 23:22:52,BOB,USD,binance
11.30000,719.39000,2,bid,2024-08-08 23:22:52,BOB,USD,binance
11.25000,175.92000,1,bid,2024-08-08 23:22:52,BOB,USD,binance
11.20000,2348.03000,2,bid,2024-08-08 23:22:52,BOB,USD,binance
11.15000,100.00000,1,bid,2024-08-08 23:22:52,BOB,USD,binance
11.10000,35650.16000,2,bid,2024-08-08 23:22:52,BOB,USD,binance
11.01000,100.00000,1,bid,2024-08-08 23:22:52,BOB,USD,binance
11.00000,7364.71000,7,bid,2024-08-08 23:22:52,BOB,USD,binance
10.90000,100.00000,1,bid,2024-08-08 23:22:52,BOB,USD,binance
10.80000,15000.00000,1,bid,2024-08-08 23:22:52,BOB,USD,binance
10.70000,19587.87000,1,bid,2024-08-08 23:22:52,BOB,USD,binance
10.59000,13877.38000,1,bid,2024-08-08 23:22:52,BOB,USD,binance
10.56000,15029.45000,1,bid,2024-08-08 23:22:52,BOB,USD,binance
10.50000,887.84000,1,bid,2024-08-08 23:22:52,BOB,USD,binance
10.43000,1000.00000,1,bid,2024-08-08 23:22:52,BOB,USD,binance
10.42000,10000.00000,1,bid,2024-08-08 23:22:52,BOB,USD,binance
10.20000,1980.05000,2,bid,2024-08-08 23:22:52,BOB,USD,binance
10.12000,89.85000,1,bid,2024-08-08 23:22:52,BOB,USD,binance
10.00000,1905.11000,4,bid,2024-08-08 23:22:52,BOB,USD,binance
9.50000,59977.20000,2,bid,2024-08-08 23:22:52,BOB,USD,binance
9.00000,588.91000,3,bid,2024-08-08 23:22:52,BOB,USD,binance
8.63000,95.63000,1,bid,2024-08-08 23:22:52,BOB,USD,binance
8.50000,2000.00000,1,bid,2024-08-08 23:22:52,BOB,USD,binance
8.38000,2000.00000,1,bid,2024-08-08 23:22:52,BOB,USD,binance
8.20000,400.00000,1,bid,2024-08-08 23:22:52,BOB,USD,binance
8.01000,251.57000,1,bid,2024-08-08 23:22:52,BOB,USD,binance
8.00000,100.00000,1,bid,2024-08-08 23:22:52,BOB,USD,binance
7.80000,10754.85000,2,bid,2024-08-08 23:22:52,BOB,USD,binance
7.52000,14454.70000,1,bid,2024-08-08 23:22:52,BOB,USD,binance
7.50000,199.95000,1,bid,2024-08-08 23:22:52,BOB,USD,binance
7.30000,89.83000,1,bid,2024-08-08 23:22:52,BOB,USD,binance
7.25000,4882.59000,1,bid,2024-08-08 23:22:52,BOB,USD,binance
7.20000,3000.00000,1,bid,2024-08-08 23:22:52,BOB,USD,binance
7.15000,7015.00000,1,bid,2024-08-08 23:22:52,BOB,USD,binance
7.00000,12585.72000,3,bid,2024-08-08 23:22:52,BOB,USD,binance
6.97000,18457.12000,1,bid,2024-08-08 23:22:52,BOB,USD,binance
6.96000,20600.00000,2,bid,2024-08-08 23:22:52,BOB,USD,binance
6.90000,200.00000,2,bid,2024-08-08 23:22:52,BOB,USD,binance
11.56000,90.44000,1,ask,2024-08-08 23:25:47,USD,BOB,binance
11.57000,340.96000,1,ask,2024-08-08 23:25:47,USD,BOB,binance
11.58000,147.79000,1,ask,2024-08-08 23:25:47,USD,BOB,binance
11.60000,728.61000,2,ask,2024-08-08 23:25:47,USD,BOB,binance
11.62000,345.77000,1,ask,2024-08-08 23:25:47,USD,BOB,binance
11.63000,76.16000,1,ask,2024-08-08 23:25:47,USD,BOB,binance
11.65000,437.50000,2,ask,2024-08-08 23:25:47,USD,BOB,binance
11.67000,34.53000,1,ask,2024-08-08 23:25:47,USD,BOB,binance
11.69000,998.01000,1,ask,2024-08-08 23:25:47,USD,BOB,binance
11.72000,20.93000,1,ask,2024-08-08 23:25:47,USD,BOB,binance
11.80000,2239.52000,2,ask,2024-08-08 23:25:47,USD,BOB,binance
11.96000,521.79000,1,ask,2024-08-08 23:25:47,USD,BOB,binance
12.00000,2057.60000,3,ask,2024-08-08 23:25:47,USD,BOB,binance
12.05000,1792.51000,1,ask,2024-08-08 23:25:47,USD,BOB,binance
12.08000,998.40000,1,ask,2024-08-08 23:25:47,USD,BOB,binance
12.10000,703.22000,3,ask,2024-08-08 23:25:47,USD,BOB,binance
12.24000,1153.48000,1,ask,2024-08-08 23:25:47,USD,BOB,binance
12.40000,574.59000,1,ask,2024-08-08 23:25:47,USD,BOB,binance
12.50000,439.65000,2,ask,2024-08-08 23:25:47,USD,BOB,binance
12.56000,81.00000,1,ask,2024-08-08 23:25:47,USD,BOB,binance
12.59000,99.80000,1,ask,2024-08-08 23:25:47,USD,BOB,binance
12.60000,2648.16000,2,ask,2024-08-08 23:25:47,USD,BOB,binance
12.67000,339.48000,1,ask,2024-08-08 23:25:47,USD,BOB,binance
12.80000,178.87000,1,ask,2024-08-08 23:25:47,USD,BOB,binance
12.85000,832.65000,2,ask,2024-08-08 23:25:47,USD,BOB,binance
12.91000,91.29000,1,ask,2024-08-08 23:25:47,USD,BOB,binance
12.93000,99.84000,1,ask,2024-08-08 23:25:47,USD,BOB,binance
12.94000,196.99000,1,ask,2024-08-08 23:25:47,USD,BOB,binance
12.95000,178.56000,1,ask,2024-08-08 23:25:47,USD,BOB,binance
12.98000,1996.80000,1,ask,2024-08-08 23:25:47,USD,BOB,binance
13.00000,3652.69000,3,ask,2024-08-08 23:25:47,USD,BOB,binance
13.05000,1846.30000,1,ask,2024-08-08 23:25:47,USD,BOB,binance
13.10000,4345.38000,3,ask,2024-08-08 23:25:47,USD,BOB,binance
13.16000,110.64000,1,ask,2024-08-08 23:25:47,USD,BOB,binance
13.20000,108.45000,1,ask,2024-08-08 23:25:47,USD,BOB,binance
13.30000,205.84000,3,ask,2024-08-08 23:25:47,USD,BOB,binance
13.34000,49.72000,1,ask,2024-08-08 23:25:47,USD,BOB,binance
13.46000,11.88000,1,ask,2024-08-08 23:25:47,USD,BOB,binance
13.48000,368.22000,1,ask,2024-08-08 23:25:47,USD,BOB,binance
13.50000,657.37000,1,ask,2024-08-08 23:25:47,USD,BOB,binance
13.60000,205.00000,2,ask,2024-08-08 23:25:47,USD,BOB,binance
13.68000,499.00000,1,ask,2024-08-08 23:25:47,USD,BOB,binance
13.72000,215.47000,2,ask,2024-08-08 23:25:47,USD,BOB,binance
13.74000,123.65000,1,ask,2024-08-08 23:25:47,USD,BOB,binance
13.80000,5472.80000,5,ask,2024-08-08 23:25:47,USD,BOB,binance
13.82000,1153.40000,3,ask,2024-08-08 23:25:47,USD,BOB,binance
13.85000,239.99000,1,ask,2024-08-08 23:25:47,USD,BOB,binance
12.40000,100.00000,1,bid,2024-08-08 23:25:47,BOB,USD,binance
11.37000,352.50000,1,bid,2024-08-08 23:25:47,BOB,USD,binance
11.35000,100.00000,1,bid,2024-08-08 23:25:47,BOB,USD,binance
11.30000,719.39000,2,bid,2024-08-08 23:25:47,BOB,USD,binance
11.25000,175.92000,1,bid,2024-08-08 23:25:47,BOB,USD,binance
11.20000,2348.03000,2,bid,2024-08-08 23:25:47,BOB,USD,binance
11.15000,100.00000,1,bid,2024-08-08 23:25:47,BOB,USD,binance
11.10000,35645.20000,2,bid,2024-08-08 23:25:47,BOB,USD,binance
11.01000,100.00000,1,bid,2024-08-08 23:25:47,BOB,USD,binance
11.00000,7364.71000,7,bid,2024-08-08 23:25:47,BOB,USD,binance
10.90000,100.00000,1,bid,2024-08-08 23:25:47,BOB,USD,binance
10.80000,15000.00000,1,bid,2024-08-08 23:25:47,BOB,USD,binance
10.70000,19587.87000,1,bid,2024-08-08 23:25:47,BOB,USD,binance
10.60000,13877.38000,1,bid,2024-08-08 23:25:47,BOB,USD,binance
10.56000,15029.45000,1,bid,2024-08-08 23:25:47,BOB,USD,binance
10.50000,887.84000,1,bid,2024-08-08 23:25:47,BOB,USD,binance
10.43000,1000.00000,1,bid,2024-08-08 23:25:47,BOB,USD,binance
10.42000,10000.00000,1,bid,2024-08-08 23:25:47,BOB,USD,binance
10.20000,1980.05000,2,bid,2024-08-08 23:25:47,BOB,USD,binance
10.12000,89.85000,1,bid,2024-08-08 23:25:47,BOB,USD,binance
10.00000,1905.11000,4,bid,2024-08-08 23:25:47,BOB,USD,binance
9.50000,59977.20000,2,bid,2024-08-08 23:25:47,BOB,USD,binance
9.00000,588.91000,3,bid,2024-08-08 23:25:47,BOB,USD,binance
8.63000,95.63000,1,bid,2024-08-08 23:25:47,BOB,USD,binance
8.50000,2000.00000,1,bid,2024-08-08 23:25:47,BOB,USD,binance
8.38000,2000.00000,1,bid,2024-08-08 23:25:47,BOB,USD,binance
8.20000,400.00000,1,bid,2024-08-08 23:25:47,BOB,USD,binance
8.01000,251.57000,1,bid,2024-08-08 23:25:47,BOB,USD,binance
8.00000,100.00000,1,bid,2024-08-08 23:25:47,BOB,USD,binance
7.80000,10754.85000,2,bid,2024-08-08 23:25:47,BOB,USD,binance
7.52000,14454.70000,1,bid,2024-08-08 23:25:47,BOB,USD,binance
7.50000,199.95000,1,bid,2024-08-08 23:25:47,BOB,USD,binance
7.30000,89.83000,1,bid,2024-08-08 23:25:47,BOB,USD,binance
7.25000,4882.59000,1,bid,2024-08-08 23:25:47,BOB,USD,binance
7.20000,3000.00000,1,bid,2024-08-08 23:25:47,BOB,USD,binance
7.15000,7015.00000,1,bid,2024-08-08 23:25:47,BOB,USD,binance
7.00000,12585.72000,3,bid,2024-08-08 23:25:47,BOB,USD,binance
6.97000,18457.12000,1,bid,2024-08-08 23:25:47,BOB,USD,binance
6.96000,20600.00000,2,bid,2024-08-08 23:25:47,BOB,USD,binance
6.90000,200.00000,2,bid,2024-08-08 23:25:47,BOB,USD,binance
11.56000,68.02000,1,ask,2024-08-08 23:28:46,USD,BOB,binance
11.57000,340.96000,1,ask,2024-08-08 23:28:46,USD,BOB,binance
11.58000,147.79000,1,ask,2024-08-08 23:28:46,USD,BOB,binance
11.60000,728.61000,2,ask,2024-08-08 23:28:46,USD,BOB,binance
11.62000,345.77000,1,ask,2024-08-08 23:28:46,USD,BOB,binance
11.63000,76.16000,1,ask,2024-08-08 23:28:46,USD,BOB,binance
11.65000,437.50000,2,ask,2024-08-08 23:28:46,USD,BOB,binance
11.67000,34.53000,1,ask,2024-08-08 23:28:46,USD,BOB,binance
11.69000,998.01000,1,ask,2024-08-08 23:28:46,USD,BOB,binance
11.72000,20.93000,1,ask,2024-08-08 23:28:46,USD,BOB,binance
11.80000,2239.52000,2,ask,2024-08-08 23:28:46,USD,BOB,binance
11.96000,521.79000,1,ask,2024-08-08 23:28:46,USD,BOB,binance
