,cpi,ridge,lasso,ada,gbr,rf,et,set,min,max,w_avg,w_avg_best,forecast
2024-01-22,,2.537055066075821,2.4197180247265466,2.037125178486443,2.1764243339041545,2.011388224602746,1.962311682914672,day,1.962311682914672,2.537055066075821,2.2788131060042405,2.3642824392809523,2.1223463229441624
2024-01-23,,2.2045883569264495,2.425762479930314,2.067707931940239,2.0962044244240823,2.0027157904577804,1.9512999750703517,day,1.9512999750703517,2.425762479930314,2.146760732549235,2.183527455656762,2.1259220635520877
2024-01-24,,2.1594939284612176,2.3708782677170803,2.037125178486443,1.890615826907825,1.9873599954599248,1.9143278165021487,day,1.890615826907825,2.3708782677170803,2.0849873269060204,2.1385639567725168,2.127320891256635
2024-01-25,,2.0398860814400956,2.3710794125428274,2.037125178486443,1.9118331645192093,1.9893355209565327,1.9589591742469223,day,1.9118331645192093,2.3710794125428274,2.0513894841831504,2.0857424836730507,2.123823498863973
2024-01-26,,2.7861969946743157,2.3720353928055773,2.037125178486443,1.9209407589811296,2.027272631941848,1.9752727206042715,day,1.9209407589811296,2.7861969946743157,2.3356039793084045,2.4922469651406964,2.149299402548986
2024-01-27,,2.329332274280892,2.392632553675684,2.067707931940239,2.0917509338444127,2.033485742919646,2.019082495631005,day,2.019082495631005,2.392632553675684,2.2021956225851604,2.2616298619406745,2.155967286687205
2024-01-28,,2.3337817360041715,2.3924026547956294,2.067707931940239,2.0917509338444127,2.0286036302761192,2.0128497471233153,day,2.0128497471233153,2.3924026547956294,2.2023652751645937,2.2623638532413626,2.1623178027342393
2024-01-29,,2.641152102996354,2.37378251022034,2.1135820621209334,2.1753432335445524,2.005976675781746,2.0521411460634553,day,2.005976675781746,2.641152102996354,2.335358216041297,2.4343954926850406,2.178829330329485
2024-01-30,,2.203862381697542,2.3742683681703305,2.079866888519133,2.109701927984177,2.0050284150718296,1.978208916714743,day,1.978208916714743,2.3742683681703305,2.147398482467818,2.179722832977273,2.179663765375087
2024-01-31,1.8593148928375047,2.4118859555828607,2.351244431089934,2.079866888519133,1.9772238900518868,2.0459234408356544,2.0263555254019208,day,1.9772238900518868,2.4118859555828607,2.216049793346532,2.299638930194235,2.187154803768886
2024-02-01,,2.60065529666488,2.1165451547810163,2.1135820621209334,2.0130711537615933,2.0827897825029487,2.1428208181444783,day,2.0130711537615933,2.60065529666488,2.285316615142697,2.3841785208321826,2.60065529666488
2024-02-02,,2.398690333924426,2.1319625326507716,2.1720460648541717,2.052755240298817,2.0971865048022407,2.1462587286631587,day,2.052755240298817,2.398690333924426,2.2257105025655433,2.2793722876805997,2.499672815294653
2024-02-03,,3.1029726949485377,2.1362008755694175,2.2642252411892105,2.067821102305864,2.1205069833641925,2.210188110257277,day,2.067821102305864,3.1029726949485377,2.5135075061099905,2.676247734365646,2.7007727751792814
2024-02-04,,2.4462392921228004,2.1768319749101552,2.1720460648541717,2.256419446512884,2.1122797113277434,2.2173638235284634,day,2.1122797113277434,2.4462392921228004,2.2893715087848743,2.332490891014377,2.6371394044151613
2024-02-05,,2.4153557525871334,2.1862597075774506,2.362338514054878,2.380578954028992,2.132963698501056,2.252802293445955,day,2.132963698501056,2.4153557525871334,2.3244303603600414,2.3269478796565677,2.5927826740495554
2024-02-06,,2.1978466322626087,2.185657883426712,2.362338514054878,2.363270107553929,2.1603353664368914,2.313798655221203,day,2.1603353664368914,2.363270107553929,2.2540999295610074,2.225464495159609,2.5269600004183976
2024-02-07,,2.1444665610699776,2.1926458675802776,2.5114995400184137,2.4274130806642096,2.198534202155829,2.3481412659508227,day,2.1444665610699776,2.5114995400184137,2.26914174815519,2.2070246214498135,2.4723180805114806
2024-02-08,,2.582416411448519,2.2278302187414116,2.5114995400184137,2.509371749425213,2.2185928161746524,2.4198023668468345,day,2.2185928161746524,2.582416411448519,2.461475666729412,2.4686635647110164,2.4860803718786104
2024-02-09,,2.671459989150055,2.2188773724605655,2.5114995400184137,2.4559573604492075,2.2448850029209235,2.415912226979999,day,2.2188773724605655,2.671459989150055,2.4876289426339158,2.5138201892119714,2.506678107130993
2024-02-10,,2.6680385392461354,2.2191079574889105,2.5114995400184137,2.4559573604492075,2.2448850029209235,2.415912226979999,day,2.2191079574889105,2.6680385392461354,2.4863893882894583,2.5120234030946214,2.5228141503425072
2024-02-11,,2.6646485923734966,2.2193401159205086,2.5114995400184137,2.4559573604492075,2.2448850029209235,2.415912226979999,day,2.2193401159205086,2.6646485923734966,2.4851617618773356,2.5102439070164895,2.5357081905271426
2024-02-12,,2.6612586455008564,2.2195722743521067,2.5114995400184137,2.4559573604492075,2.2448850029209235,2.415912226979999,day,2.2195722743521067,2.6612586455008564,2.4839341354652125,2.5084644109383563,2.5461707284416186
2024-02-13,,2.628364126400073,2.2146028388218397,2.5114995400184137,2.4559573604492075,2.2448850029209235,2.4039394060123116,day,2.2146028388218397,2.628364126400073,2.468873559377529,2.4866334729446837,2.552493297515346
2024-02-14,,2.672666582534891,2.2951915932158853,2.5114995400184137,2.550570244392691,2.24231591697568,2.468396164229423,day,2.24231591697568,2.672666582534891,2.5199856063661734,2.5434880962019637,2.561077103588171
2024-02-15,,2.3812634590974824,2.2815150722427298,2.5114995400184137,2.5030212182766935,2.254118029021835,2.5428534206904776,day,2.254118029021835,2.5428534206904776,2.4178484373686997,2.4030465841669972,2.5490895272887917
2024-02-16,,2.3435346203491703,2.26731142834154,2.5114995400184137,2.5317912320954012,2.1777114459122155,2.5006945595295402,day,2.1777114459122155,2.5317912320954012,2.392703029666328,2.3689169796673983,2.536242345605065
2024-02-17,,3.2216383561368453,2.288178408711823,2.5114995400184137,2.528995282850817,2.187223210488172,2.566091030255974,day,2.187223210488172,3.2216383561368453,2.7339789357922832,2.863176734595806,2.5765597579892874
2024-02-18,,3.2111821207710287,2.287034672682262,2.5114995400184137,2.528995282850817,2.187223210488172,2.566091030255974,day,2.187223210488172,3.2111821207710287,2.729933369561178,2.8573125163198,2.6118165559216067
2024-02-19,,2.6746020078335233,2.2415191678439377,2.5114995400184137,2.57891338906042,2.1710200793332346,2.532740368102621,day,2.1710200793332346,2.6746020078335233,2.5234436535929223,2.550388388345696,2.615121053390655
2024-02-20,,3.017896310810052,2.262154570046466,2.5114995400184137,2.528589677886907,2.1708844433531764,2.501556287223152,day,2.1708844433531764,3.017896310810052,2.6419023893785374,2.7314163090200756,2.6352598162616245
2024-02-21,,2.943798817187859,2.263048120897913,2.5114995400184137,2.549233471484107,2.1499229369293826,2.50683656547575,day,2.1499229369293826,2.943798817187859,2.6166188667204198,2.693045876967724,2.6499521496390646
2024-02-22,,2.5815973811688027,2.285447451971253,2.5114995400184137,2.6333000004501863,2.147879184964812,2.4855809470280206,day,2.147879184964812,2.6333000004501863,2.4918941642781194,2.4969149491864555,2.6468451147085976
2024-02-23,,2.750482557090182,2.25593720957501,2.5114995400184137,2.5772102242593804,2.1186048316975157,2.4702598834170275,day,2.1186048316975157,2.750482557090182,2.5386407982874224,2.5779721934710778,2.6513510904643187
2024-02-24,,3.2793799471126324,2.2547025076733025,2.5114995400184137,2.4881834560605003,2.224465437225188,2.5521775898855954,day,2.224465437225188,3.2793799471126324,2.7456521605887003,2.8839193622966506,2.677518959491332
2024-02-25,,3.2727917718924804,2.253467805771594,2.5114995400184137,2.4881834560605003,2.2119418958458055,2.5521775898855954,day,2.2119418958458055,3.2727917718924804,2.7421678630049366,2.8801207253533554,2.7013298719873777
2024-02-26,,2.9189852846910007,2.2574224936185363,2.5114995400184137,2.49727787014213,2.2292413365064103,2.56974395195251,day,2.2292413365064103,2.9189852846910007,2.6167145886797885,2.694860176009751,2.7097012340144406
2024-02-27,,2.3528356755026567,2.225389707271169,2.5114995400184137,2.533236124425476,2.1976581746674237,2.5705450870918893,day,2.1976581746674237,2.5705450870918893,2.4043825379022326,2.383585690606059,2.696483991106596
2024-02-28,,2.262506162699874,2.244940619319761,2.5114995400184137,2.53505258315243,2.200234461174296,2.5813780554071992,day,2.200234461174296,2.5813780554071992,2.3758797806854295,2.341676378217785,2.6809847829492135
2024-02-29,2.5114995400184137,2.3189250934908925,2.3031985358230695,2.5114995400184137,2.5241351071755527,2.20468675949333,2.6159404760110068,day,2.20468675949333,2.6159404760110068,2.4100611170573645,2.3927968938883755,2.6684999660713404
2024-03-01,,2.48198792790071,2.872819193144343,2.621785332607969,2.778600339152016,2.681842387067481,2.9896566699331704,day,2.48198792790071,2.9896566699331704,2.6947556094312897,2.6925641108082967,2.48198792790071
2024-03-02,,2.6332083096785905,2.879173468809725,2.6896942242355726,2.8433798862320367,2.654861752077599,3.0484564098305396,day,2.6332083096785905,3.0484564098305396,2.776484412156752,2.790570333162431,2.5575981187896506
2024-03-03,,2.6432259305590096,2.880421513774619,2.6896942242355726,2.8433798862320367,2.654861752077599,3.0540015746365983,day,2.6432259305590096,3.0540015746365983,2.7813738097145855,2.797657720410437,2.58614072271277
2024-03-04,,2.600410666688754,2.881669558739513,2.6896942242355726,2.8433798862320367,2.6518233312627255,3.084449703840407,day,2.600410666688754,3.084449703840407,2.7708735492590253,2.7827409074632605,2.589708208706766
2024-03-05,,2.776347453645035,2.905527523431722,2.6688671792859386,2.948833549743826,2.656870331459388,3.0978059777189646,day,2.656870331459388,3.0978059777189646,2.853407932934792,2.8858081602719996,2.62703605769442
2024-03-06,,2.637414350667581,2.8824350151256075,2.876929387159408,2.878237448175286,2.6500528522581965,3.052212056152174,day,2.637414350667581,3.052212056152174,2.8045617867820787,2.7944689020586213,2.6287657731899468
2024-03-07,,2.6852490742068595,2.886671314111725,2.876929387159408,2.881939046902098,2.653887775704834,3.0670168469472765,day,2.653887775704834,3.0670168469472765,2.826316528033763,2.824935608305208,2.636834816192363
2024-03-08,,3.0150815952114756,2.898439429409712,3.033436335228704,2.88860768499571,2.6354154287281,3.0703763893861575,day,2.6354154287281,3.0703763893861575,2.9685053906337804,3.005881762381558,2.684115663569752
2024-03-09,,2.7860455934733572,2.908785169252308,3.03921602985211,2.88860768499571,2.6192510287892468,3.088063800324201,day,2.6192510287892468,3.088063800324201,2.887526475249599,2.889163496145078,2.695441211336819
2024-03-10,,2.7899124466665244,2.908728962679084,3.03921602985211,2.88860768499571,2.6192510287892468,3.088063800324201,day,2.6192510287892468,3.088063800324201,2.8889558556661123,2.89123544313174,2.70488833486979
